,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
525,Mr. Smith Goes to Washington,1939,Passed,31679,129,"Comedy, Drama",73.0,8.1,105552,9.60
526,The Lost Weekend,1945,Passed,37884,101,"Drama, Film-Noir",,7.9,33104,9.46
527,High Noon,1952,PG,44706,85,"Drama, Thriller, Western",89.0,7.9,96208,9.45
528,Once,2007,R,907657,86,"Drama, Music, Romance",88.0,7.8,109802,9.44
529,The Visitor,2007,PG-13,857191,104,Drama,79.0,7.6,41332,9.42
530,Talk to Her,2002,R,287467,112,"Drama, Mystery, Romance",86.0,7.9,103619,9.28
531,What's Eating Gilbert Grape,1993,PG-13,108550,118,Drama,73.0,7.8,212051,9.17
532,The Boy in the Striped Pajamas,2008,PG-13,914798,94,"Drama, War",55.0,7.8,187773,9.03
533,Singin' in the Rain,1952,G,45152,103,"Comedy, Musical, Romance",99.0,8.3,215540,8.82
534,Blue Velvet,1986,R,90756,120,"Drama, Mystery, Thriller",76.0,7.7,178528,8.55
535,The Hustler,1961,Not Rated,54997,134,"Drama, Sport",90.0,8.0,74447,8.28
536,All About My Mother,1999,R,185125,101,Drama,87.0,7.8,88021,8.26
537,Bajrangi Bhaijaan,2015,Not Rated,3863552,163,"Action, Adventure, Comedy",,8.0,70827,8.18
538,Witness for the Prosecution,1957,Approved,51201,116,"Crime, Drama, Mystery",,8.4,106612,8.18
539,Before Midnight,2013,R,2209418,109,"Drama, Romance",94.0,7.9,138526,8.11
540,A Streetcar Named Desire,1951,PG,44081,122,Drama,97.0,8.0,98002,8.00
541,Dazed and Confused,1993,R,106677,102,Comedy,78.0,7.6,163171,7.99
542,In Bruges,2008,R,780536,107,"Comedy, Crime, Drama",67.0,7.9,386563,7.76
543,Strangers on a Train,1951,PG,44079,101,"Crime, Film-Noir, Thriller",88.0,7.9,122077,7.63
544,City of God,2002,R,317248,130,"Crime, Drama",79.0,8.6,691357,7.56
545,Run Lola Run,1998,R,130827,80,"Crime, Drama, Thriller",77.0,7.6,186978,7.27
546,Mulholland Dr.,2001,R,166924,147,"Drama, Mystery, Thriller",85.0,8.0,316706,7.22
547,The Name of the Rose,1986,R,91605,130,"Crime, Drama, Mystery",54.0,7.7,100700,7.15
548,A Separation,2011,PG-13,1832382,123,"Drama, Thriller",95.0,8.3,216433,7.10
549,Deliverance,1972,R,68473,109,"Adventure, Drama, Thriller",80.0,7.7,97714,7.06
550,The Triplets of Belleville,2003,PG-13,286244,80,"Animation, Comedy, Drama",91.0,7.8,50208,7.00
551,The Irishman,2019,R,1302006,209,"Biography, Crime, Drama",94.0,7.9,312390,7.00
552,Incendies,2010,R,1255953,131,"Drama, Mystery, War",80.0,8.3,145720,6.86
553,Me and Earl and the Dying Girl,2015,PG-13,2582496,105,"Comedy, Drama",74.0,7.7,121681,6.74
554,Amour,2012,PG-13,1602620,127,"Drama, Romance",94.0,7.9,91942,6.74
555,Baahubali: The Beginning,2015,Not Rated,2631186,159,"Action, Drama",,8.1,101217,6.74
556,Loving Vincent,2017,PG-13,3262342,94,"Animation, Biography, Crime",62.0,7.8,49467,6.74
557,American History X,1998,R,120586,119,Drama,62.0,8.5,1022675,6.72
558,The Big Sleep,1946,Not Rated,38355,114,"Crime, Film-Noir, Mystery",,7.9,78026,6.54
559,3 Idiots,2009,PG-13,1187043,170,"Comedy, Drama",67.0,8.4,337146,6.53
560,The Secret in Their Eyes,2009,R,1305806,129,"Drama, Mystery, Romance",80.0,8.2,190093,6.39
561,A Clockwork Orange,1971,R,66921,136,"Crime, Drama, Sci-Fi",77.0,8.3,747712,6.21
562,The Straight Story,1999,G,166896,112,"Biography, Drama",86.0,8.0,80785,6.20
563,A Very Long Engagement,2004,R,344510,133,"Drama, Mystery, Romance",76.0,7.6,70471,6.17
564,Barton Fink,1991,R,101410,116,"Comedy, Drama, Thriller",69.0,7.7,111885,6.15
565,Short Cuts,1993,R,108122,188,"Comedy, Drama",79.0,7.7,41896,6.11
566,"The Good, the Bad and the Ugly",1966,R,60196,178,Western,90.0,8.8,679128,6.10
567,The Diving Bell and the Butterfly,2007,PG-13,401383,112,"Biography, Drama",92.0,8.0,102513,5.99
568,Evil Dead II,1987,R,92991,84,"Action, Comedy, Fantasy",72.0,7.8,146730,5.92
569,The Florida Project,2017,R,5649144,111,Drama,92.0,7.6,92136,5.90
570,Ed Wood,1994,R,109707,127,"Biography, Comedy, Drama",70.0,7.8,163849,5.89
571,Captain Fantastic,2016,R,3553976,118,"Comedy, Drama",72.0,7.9,185157,5.88
572,Before Sunset,2004,R,381681,80,"Drama, Romance",90.0,8.1,231799,5.82
573,The Station Agent,2003,R,340377,89,"Comedy, Drama",81.0,7.6,66923,5.74
574,Double Indemnity,1944,Passed,36775,107,"Crime, Drama, Film-Noir",95.0,8.3,141388,5.72
575,Batman: Mask of the Phantasm,1993,PG,106364,76,"Animation, Action, Crime",,7.8,43043,5.62
576,Central Station,1998,R,140888,110,Drama,80.0,8.0,35848,5.60
577,Gully Boy,2019,Not Rated,2395469,153,"Drama, Music",65.0,8.1,30618,5.57
578,Before Sunrise,1995,R,112471,101,"Drama, Romance",77.0,8.1,266641,5.54
579,Downfall,2004,R,363163,156,"Biography, Drama, History",82.0,8.2,327508,5.51
580,The Gold Rush,1925,Passed,15864,95,"Adventure, Comedy, Drama",,8.2,99095,5.45
581,The Kid,1921,Passed,12349,68,"Comedy, Drama, Family",,8.3,111017,5.45
582,Amores Perros,2000,R,245712,154,"Drama, Thriller",83.0,8.1,221090,5.38
583,Once Upon a Time in America,1984,R,87843,229,"Crime, Drama",,8.4,306054,5.32
584,Once Upon a Time in the West,1968,PG-13,64116,165,Western,80.0,8.5,298673,5.32
585,The Wind Rises,2013,PG-13,2013293,126,"Animation, Biography, Drama",83.0,7.8,71624,5.21
586,Hunt for the Wilderpeople,2016,PG-13,4698684,101,"Adventure, Comedy, Drama",81.0,7.9,107486,5.20
587,The World's Fastest Indian,2005,PG-13,412080,127,"Biography, Drama, Sport",68.0,7.8,51552,5.13
588,Dawn of the Dead,1978,Unrated,77402,127,"Action, Adventure, Horror",71.0,7.9,110504,5.10
589,Miller's Crossing,1990,R,100150,115,"Crime, Drama, Thriller",66.0,7.7,124625,5.08
590,Your Name.,2016,PG,5311514,106,"Animation, Drama, Fantasy",79.0,8.4,185483,5.02
591,The Treasure of the Sierra Madre,1948,Passed,40897,126,"Adventure, Drama, Western",98.0,8.2,112710,5.01
592,Moon,2009,R,1182345,97,"Drama, Mystery, Sci-Fi",67.0,7.9,332023,5.01
593,Fanny and Alexander,1982,R,83922,188,Drama,100.0,8.1,56790,4.97
594,The Magnificent Seven,1960,Approved,54047,128,"Action, Adventure, Western",74.0,7.7,86645,4.91
595,The Magdalene Sisters,2002,R,318411,114,Drama,83.0,7.7,25740,4.89
596,Howl's Moving Castle,2004,PG,347149,119,"Animation, Adventure, Family",80.0,8.2,325434,4.71
597,Au Revoir les Enfants,1987,PG,92593,104,"Drama, War",88.0,8.0,30781,4.54
598,"Blood In, Blood Out",1993,R,106469,180,"Crime, Drama",47.0,8.0,28525,4.50
599,Persepolis,2007,PG-13,808417,96,"Animation, Biography, Drama",90.0,8.0,87702,4.45
600,The Conversation,1974,PG,71360,113,"Drama, Mystery, Thriller",85.0,7.8,96717,4.42
601,Hamlet,1996,PG-13,116477,242,Drama,,7.7,35737,4.41
602,Black Book,2006,R,389557,145,"Drama, Thriller, War",71.0,7.7,72032,4.40
603,12 Angry Men,1957,Approved,50083,96,"Crime, Drama",96.0,9.0,677369,4.36
604,Laura,1944,Passed,37008,88,"Drama, Film-Noir, Mystery",,8.0,42145,4.36
605,Rebecca,1940,Approved,32976,130,"Drama, Mystery, Romance",86.0,8.1,121836,4.36
606,The Bride of Frankenstein,1935,Not Rated,26138,75,"Drama, Horror, Sci-Fi",95.0,7.8,42988,4.36
607,It Happened One Night,1934,Approved,25316,105,"Comedy, Romance",87.0,8.1,92436,4.36
608,The Lunchbox,2013,PG,2350496,104,"Drama, Romance",76.0,7.8,49612,4.23
609,Uri: The Surgical Strike,2018,Not Rated,8291224,138,"Action, Drama, War",,8.3,42160,4.19
610,Dancer in the Dark,2000,R,168629,140,"Crime, Drama, Musical",61.0,8.0,100919,4.18
611,Ran,1985,R,89881,162,"Action, Drama, War",96.0,8.2,110542,4.14
612,The Raid: Redemption,2011,R,1899353,101,"Action, Thriller",73.0,7.6,188594,4.11
613,Sleuth,1972,PG,69281,138,"Mystery, Thriller",,8.0,44381,4.08
614,Le Dîner de Cons,1998,PG-13,119038,80,Comedy,73.0,7.7,36919,4.07
615,Good Bye Lenin!,2003,R,301357,121,"Comedy, Drama, Romance",68.0,7.7,136638,4.06
616,What Ever Happened to Baby Jane?,1962,Passed,56687,134,"Drama, Horror, Thriller",75.0,8.1,49431,4.05
617,Three Colors: Red,1994,R,111495,99,"Drama, Mystery, Romance",100.0,8.1,89067,4.04
618,Breaking the Waves,1996,R,115751,159,Drama,76.0,7.8,61655,4.04
619,My Name Is Khan,2010,PG-13,1188996,165,Drama,50.0,8.0,97393,4.02
620,Willy Wonka & the Chocolate Factory,1971,G,67992,100,"Family, Fantasy, Musical",67.0,7.8,175958,4.00
621,The Adventures of Robin Hood,1938,PG,29843,102,"Action, Adventure, Romance",97.0,7.9,46707,3.98
622,Ace in the Hole,1951,Approved,43338,111,"Drama, Film-Noir",72.0,8.1,31007,3.97
623,"Lock, Stock and Two Smoking Barrels",1998,R,120735,107,"Action, Comedy, Crime",66.0,8.2,528966,3.90
624,Lost Highway,1997,R,116922,134,"Mystery, Thriller",52.0,7.6,129103,3.80
625,Portrait of a Lady on Fire,2019,R,8613070,122,"Drama, Romance",95.0,8.1,55573,3.76
626,Requiem for a Dream,2000,R,180093,102,Drama,68.0,8.3,756082,3.64
627,The Chorus,2004,PG-13,372824,97,"Drama, Music",56.0,7.9,56721,3.64
628,Mommy,2014,R,3612616,139,Drama,74.0,8.1,49525,3.49
629,A Man Called Ove,2015,PG-13,4080728,116,"Comedy, Drama, Romance",70.0,7.7,45977,3.36
630,Wings of Desire,1987,PG-13,93191,128,"Drama, Fantasy, Romance",79.0,8.0,63691,3.33
631,What We Do in the Shadows,2014,R,3416742,86,"Comedy, Horror",76.0,7.7,154124,3.33
632,Shoplifters,2018,R,8075192,121,"Crime, Drama",93.0,8.0,58946,3.31
633,All Quiet on the Western Front,1930,Passed,20629,152,"Drama, War",91.0,8.0,56762,3.27
634,Sing Street,2016,PG-13,3544112,106,"Comedy, Drama, Music",79.0,7.9,83793,3.24
635,Vertigo,1958,PG,52357,128,"Mystery, Romance, Thriller",100.0,8.3,358292,3.20
636,The Skin I Live In,2011,R,1189073,120,"Drama, Horror, Thriller",70.0,7.6,136753,3.19
637,Clerks,1994,R,109445,92,Comedy,70.0,7.7,210225,3.15
638,Zindagi Na Milegi Dobara,2011,Not Rated,1562872,155,"Comedy, Drama",,8.1,66508,3.11
639,Wild Tales,2014,R,3011894,122,"Comedy, Drama, Thriller",77.0,8.1,173292,3.11
640,"Synecdoche, New York",2008,R,383028,124,Drama,67.0,7.6,81616,3.08
641,Hedwig and the Angry Inch,2001,R,248845,95,"Comedy, Drama, Music",85.0,7.7,31688,3.03
642,Veer-Zaara,2004,Not Rated,420332,192,"Drama, Family, Musical",67.0,7.8,48307,2.92
643,Waking Life,2001,R,243017,99,"Animation, Drama, Fantasy",83.0,7.8,60228,2.89
644,The Great Beauty,2013,Not Rated,2358891,141,Drama,86.0,7.8,79713,2.85
645,Reservoir Dogs,1992,R,105236,99,"Crime, Drama, Thriller",79.0,8.3,905634,2.83
646,Happiness,1998,Unrated,147612,134,"Comedy, Drama",81.0,7.7,65842,2.81
647,Barfi!,2012,Not Rated,2082197,151,"Comedy, Drama, Romance",,8.1,74705,2.80
648,In the Mood for Love,2000,PG,118694,98,"Drama, Romance",85.0,8.1,121243,2.73
649,Miracle on 34th Street,1947,Not Rated,39628,96,"Comedy, Drama, Family",88.0,7.9,39306,2.65
650,The Raid 2,2014,R,2265171,150,"Action, Crime, Thriller",71.0,8.0,113029,2.63
651,The Innocents,1961,Not Rated,55018,100,Horror,88.0,7.8,26588,2.62
652,Raise the Red Lantern,1991,PG,101640,125,"Drama, History, Romance",,8.1,29143,2.60
653,A Night at the Opera,1935,Passed,26778,96,"Comedy, Music, Musical",,7.9,30221,2.54
654,The King of Comedy,1982,PG,85794,109,"Comedy, Crime, Drama",73.0,7.8,86047,2.50
655,The Salesman,2016,PG-13,5186714,124,"Drama, Thriller",85.0,7.8,49782,2.40
656,"Spring, Summer, Fall, Winter... and Spring",2003,R,374546,103,"Drama, Romance",85.0,8.0,76274,2.38
657,Princess Mononoke,1997,PG-13,119698,134,"Animation, Adventure, Fantasy",76.0,8.4,336144,2.38
658,The Fall,2006,R,460791,117,"Adventure, Drama, Fantasy",64.0,7.9,106476,2.28
659,Touch of Evil,1958,PG-13,52311,95,"Crime, Drama, Film-Noir",99.0,8.0,97556,2.24
660,The White Ribbon,2009,R,1149362,144,"Drama, History, Mystery",82.0,7.8,67917,2.22
661,Lage Raho Munna Bhai,2006,PG-13,456144,144,"Comedy, Drama, Romance",,8.1,42399,2.22
662,Once Were Warriors,1994,R,110729,102,"Crime, Drama",77.0,7.9,31216,2.20
663,Blue Is the Warmest Colour,2013,NC-17,2278871,180,"Drama, Romance",89.0,7.7,136745,2.20
664,Rang De Basanti,2006,Not Rated,405508,167,"Comedy, Drama",,8.2,110241,2.20
665,"Paris, Texas",1984,R,87884,145,Drama,78.0,8.1,88416,2.18
666,Blood Simple,1984,R,86979,99,"Crime, Drama, Thriller",82.0,7.6,86380,2.15
667,Let the Right One In,2008,R,1139797,114,"Crime, Drama, Fantasy",82.0,7.9,204132,2.12
668,The Maltese Falcon,1941,Not Rated,33870,100,"Film-Noir, Mystery",96.0,8.0,147562,2.11
669,The Sea Inside,2004,PG-13,369702,126,"Biography, Drama",74.0,8.0,76827,2.09
670,A Prophet,2009,R,1235166,155,"Crime, Drama",90.0,7.9,92640,2.08
671,The Wizard of Oz,1939,PG,32138,102,"Adventure, Family, Fantasy",92.0,8.0,368230,2.08
672,Night on Earth,1991,R,102536,129,"Comedy, Drama",68.0,7.8,54533,2.02
673,The Handmaiden,2016,Not Rated,4016934,145,"Drama, Romance, Thriller",84.0,8.1,108275,2.01
674,Marriage Story,2019,R,7653254,137,"Comedy, Drama, Romance",94.0,8.0,235304,2.00
675,The Double Life of Véronique,1991,R,101765,98,"Drama, Fantasy, Music",86.0,7.8,41322,2.00
676,The Tenant,1976,R,74811,126,"Drama, Thriller",71.0,7.7,39169,1.92
677,Delicatessen,1991,R,101700,99,"Comedy, Crime",66.0,7.6,79684,1.79
678,Kal Ho Naa Ho,2003,Not Rated,347304,186,"Comedy, Drama, Musical",54.0,8.0,62567,1.79
679,M.S. Dhoni: The Untold Story,2016,Not Rated,4169250,184,"Biography, Drama, Sport",,7.8,38534,1.78
680,Naked,1993,Not Rated,107653,132,"Comedy, Drama",84.0,7.8,33777,1.77
681,Flipped,2010,PG,817177,90,"Comedy, Drama, Romance",45.0,7.7,80532,1.75
682,Cries & Whispers,1972,R,69467,91,Drama,,8.1,29574,1.74
683,English Vinglish,2012,Not Rated,2181931,134,"Comedy, Drama, Family",,7.8,33078,1.67
684,Capharnaüm,2018,R,8267604,126,Drama,75.0,8.4,57550,1.66
685,The Celebration,1998,R,154420,105,Drama,82.0,8.0,77055,1.65
686,Bhaag Milkha Bhaag,2013,Not Rated,2356180,186,"Biography, Drama, Sport",,8.2,60158,1.63
687,Citizen Kane,1941,PG,33467,119,"Drama, Mystery",100.0,8.3,393628,1.59
688,Withnail & I,1987,R,94336,107,"Comedy, Drama",84.0,7.7,39762,1.54
689,Dogville,2003,R,276919,178,"Crime, Drama",60.0,8.0,136219,1.53
690,The Virgin Spring,1960,Not Rated,53976,89,Drama,,8.1,26310,1.53
691,The Tale of The Princess Kaguya,2013,PG,2576852,137,"Animation, Adventure, Drama",89.0,8.0,37367,1.51
692,Departures,2008,PG-13,1069238,130,"Drama, Music",68.0,8.1,48053,1.50
693,Donnie Darko,2001,R,246578,113,"Drama, Mystery, Sci-Fi",88.0,8.0,733040,1.48
694,Three Colors: White,1994,R,111507,92,"Comedy, Drama, Romance",88.0,7.6,62853,1.46
695,Down by Law,1986,R,90967,107,"Comedy, Crime, Drama",75.0,7.8,47276,1.44
696,Queen,2013,Not Rated,3322420,146,"Adventure, Comedy, Drama",,8.2,60010,1.43
697,Kelly's Heroes,1970,GP,65938,144,"Adventure, Comedy, War",50.0,7.6,44741,1.38
698,Andhadhun,2018,Not Rated,8108198,139,"Crime, Drama, Music",,8.3,68297,1.37
699,The Little Prince,2015,PG,1754656,108,"Animation, Adventure, Drama",70.0,7.7,55822,1.34
700,The Past,2013,PG-13,2404461,130,"Drama, Mystery",85.0,7.8,44489,1.33
701,Three Colors: Blue,1993,R,108394,94,"Drama, Music, Mystery",85.0,7.9,87726,1.32
702,Pink,2016,Not Rated,5571734,136,"Drama, Thriller",,8.1,38285,1.24
703,Metropolis,1927,Not Rated,17136,153,"Drama, Sci-Fi",98.0,8.3,157906,1.24
704,Monty Python and the Holy Grail,1975,PG,71853,91,"Adventure, Comedy, Fantasy",91.0,8.2,495616,1.23
705,Taare Zameen Par,2007,PG,986264,165,"Drama, Family",,8.4,164749,1.22
706,Swades,2004,Not Rated,367110,189,Drama,,8.2,82018,1.22
707,Nine Queens,2000,R,247586,114,"Crime, Drama, Thriller",80.0,7.9,49212,1.22
708,"4 Months, 3 Weeks and 2 Days",2007,Not Rated,1032846,113,Drama,97.0,7.9,55956,1.19
709,Kai Po Che,2013,Not Rated,2213054,120,"Drama, Sport",40.0,7.7,31450,1.12
710,Chak De! India,2007,Not Rated,871510,153,"Drama, Family, Sport",68.0,8.2,73002,1.11
711,Tae Guk Gi: The Brotherhood of War,2004,R,386064,140,"Action, Drama, War",64.0,8.1,37548,1.11
712,My Neighbor Totoro,1988,G,96283,86,"Animation, Family, Fantasy",86.0,8.2,283891,1.11
713,Leviathan,2014,R,2802154,140,"Crime, Drama",92.0,7.6,48622,1.09
714,The Machinist,2004,R,361862,101,"Drama, Thriller",61.0,7.7,354067,1.08
715,Special 26,2013,Not Rated,2377938,144,"Crime, Drama, Thriller",,8.0,50237,1.08
716,No Man's Land,2001,R,283509,98,"Comedy, Drama, War",84.0,7.9,44226,1.06
717,Joyeux Noel,2005,PG-13,424205,116,"Drama, History, Music",70.0,7.7,27288,1.05
718,Dead Man,1995,R,112817,121,"Adventure, Drama, Fantasy",62.0,7.6,89392,1.04
719,Kahaani,2012,Not Rated,1821480,122,"Mystery, Thriller",,8.1,57008,1.04
720,The General,1926,Passed,17925,67,"Action, Adventure, Comedy",,8.1,79771,1.03
721,Casablanca,1942,PG,34583,102,"Drama, Romance, War",100.0,8.5,514995,1.02
722,Short Term 12,2013,R,2370248,96,Drama,82.0,8.0,80586,1.01
723,In a Better World,2010,R,1340107,118,"Drama, Romance",65.0,7.6,38205,1.01
724,Cowboy Bebop: The Movie,2001,--,275277,115,"Animation, Action, Crime",61.0,7.9,42375,1.00
725,Rockstar,2011,Not Rated,1839596,159,"Drama, Music, Musical",,7.7,38769,0.99
726,Sherlock Jr.,1924,Passed,15324,45,"Action, Comedy, Romance",,8.2,40709,0.98
727,The Long Goodbye,1973,R,70334,112,"Comedy, Crime, Drama",87.0,7.6,25676,0.96
728,Children of Heaven,1997,PG,118849,89,"Drama, Family, Sport",77.0,8.3,63679,0.93
729,OMG: Oh My God!,2012,Not Rated,2283748,125,"Comedy, Drama, Fantasy",,8.1,50584,0.92
730,Haider,2014,Not Rated,3390572,160,"Action, Crime, Drama",,8.1,49825,0.90
731,Chhichhore,2019,--,9052870,143,"Comedy, Drama",,8.2,31331,0.90
732,Paprika,2006,R,851578,90,"Animation, Drama, Fantasy",81.0,7.7,69693,0.88
733,Control,2007,R,421082,122,"Biography, Drama, Music",78.0,7.7,61055,0.87
734,Song of the Sea,2014,PG,1865505,93,"Animation, Adventure, Drama",85.0,8.1,50025,0.86
735,Mustang,2015,PG-13,3966404,97,Drama,83.0,7.6,35092,0.85
736,Perfect Blue,1997,R,156887,81,"Animation, Crime, Mystery",,8.0,55884,0.78
737,When Marnie Was There,2014,PG,3398268,103,"Animation, Drama, Family",72.0,7.7,31557,0.77
738,Nights of Cabiria,1957,Not Rated,50783,110,Drama,,8.1,42300,0.75
739,The Edge of Heaven,2007,Not Rated,880502,122,Drama,85.0,7.8,30534,0.74
740,Drishyam,2015,Not Rated,4430212,163,"Crime, Drama, Mystery",,8.2,67814,0.74
741,Black,2005,Not Rated,375611,122,Drama,,8.2,33082,0.73
742,Oldboy,2003,R,364569,120,"Action, Drama, Mystery",77.0,8.4,506751,0.71
743,Mysterious Skin,2004,Unrated,370986,105,Drama,73.0,7.6,65435,0.70
744,Duck You Sucker,1971,PG,67140,138,"Drama, War, Western",77.0,7.6,29655,0.70
745,The Hunt,2012,R,2106476,115,Drama,77.0,8.3,273986,0.69
746,The Secret of Kells,2009,Not Rated,485601,75,"Animation, Adventure, Family",81.0,7.6,30776,0.69
747,The Night of the Hunter,1955,Not Rated,48424,92,"Crime, Drama, Film-Noir",99.0,8.0,80914,0.65
748,Chungking Express,1994,PG-13,109424,102,"Comedy, Crime, Drama",77.0,8.1,61208,0.60
749,Loveless,2017,R,6304162,127,Drama,86.0,7.6,29034,0.57
750,Akira,1988,R,94625,124,"Animation, Action, Sci-Fi",,8.0,162070,0.55
751,Love Me If You Dare,2003,R,364517,93,"Comedy, Drama, Romance",45.0,7.6,66816,0.55
752,Mother,2009,R,1216496,129,"Crime, Drama, Mystery",79.0,7.8,50550,0.55
753,The Conformist,1970,R,65571,113,Drama,100.0,8.0,26509,0.54
754,Sunrise,1927,Passed,18455,94,"Drama, Romance",,8.1,46427,0.54
755,The African Queen,1951,PG,43265,105,"Adventure, Drama, Romance",91.0,7.7,70704,0.54
756,Ghost in the Shell,1995,TV-MA,113568,83,"Animation, Action, Crime",76.0,8.0,127020,0.52
757,The Return,2003,Not Rated,376968,110,Drama,82.0,8.0,41807,0.50
758,Nausicaä of the Valley of the Wind,1984,PG,87544,117,"Animation, Adventure, Fantasy",86.0,8.1,147598,0.50
759,Only Yesterday,1991,PG,102587,118,"Animation, Drama, Romance",90.0,7.6,26159,0.45
760,The Third Man,1949,Approved,41959,93,"Film-Noir, Mystery, Thriller",97.0,8.1,156805,0.45
761,Land of Mine,2015,R,3841424,100,"Drama, History, War",75.0,7.8,34591,0.44
762,After the Wedding,2006,R,457655,120,Drama,78.0,7.7,31627,0.41
763,Jab We Met,2007,Not Rated,1093370,138,"Comedy, Drama, Romance",,7.9,46972,0.41
764,Open Your Eyes,1997,R,125659,119,"Drama, Mystery, Sci-Fi",,7.7,63425,0.37
765,Jojo Rabbit,2019,PG-13,2584384,108,"Comedy, Drama, War",58.0,7.9,272513,0.35
766,"Crna macka, beli macor",1998,R,118843,127,"Comedy, Crime, Romance",73.0,8.1,50235,0.35
767,Talvar,2015,Not Rated,4934950,132,"Crime, Drama, Mystery",,8.2,30475,0.34
768,Breathless,1960,Not Rated,53472,90,"Crime, Drama",,7.8,71995,0.34
769,Bicycle Thieves,1948,Not Rated,40522,89,Drama,,8.3,143680,0.33
770,This Is England,2006,Not Rated,480025,101,"Crime, Drama",86.0,7.7,114809,0.33
771,La Haine,1995,Not Rated,113247,98,"Crime, Drama",,8.1,146980,0.31
772,Dil Chahta Hai,2001,Not Rated,292490,183,"Comedy, Drama, Romance",,8.1,65968,0.30
773,His Girl Friday,1940,Passed,32599,92,"Comedy, Drama, Romance",,7.9,52815,0.30
774,The Great Dictator,1940,Passed,32553,125,"Comedy, Drama, War",,8.4,199964,0.29
775,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,PG,57012,95,Comedy,97.0,8.4,445063,0.28
776,Seven Samurai,1954,Not Rated,47478,207,"Action, Adventure, Drama",98.0,8.6,311412,0.27
777,The Legend of 1900,1998,R,120731,169,"Drama, Music, Romance",58.0,8.1,58130,0.26
778,"I, Daniel Blake",2016,R,5168192,100,Drama,78.0,7.9,52462,0.26
779,3-Iron,2004,R,423866,88,"Crime, Drama, Romance",72.0,8.0,49399,0.24
780,Stalker,1979,Not Rated,79944,162,"Drama, Sci-Fi",,8.2,114166,0.23
781,Fireworks,1997,--,119250,103,"Crime, Drama, Romance",,7.8,27304,0.23
782,The Shop Around the Corner,1940,Not Rated,33045,99,"Comedy, Drama, Romance",96.0,8.1,27158,0.20
783,The Discreet Charm of the Bourgeoisie,1972,PG,68361,102,Comedy,93.0,7.9,37911,0.20
784,This Is Spinal Tap,1984,R,88258,82,"Comedy, Music",92.0,7.9,127509,0.19
785,Lilya 4-Ever,2002,R,300140,109,"Crime, Drama",82.0,7.8,42226,0.18
786,The Mirror,1975,G,72443,107,"Biography, Drama",,8.1,38924,0.18
787,The Broken Circle Breakdown,2012,Not Rated,2024519,111,"Drama, Music, Romance",70.0,7.8,38940,0.18
788,La Grande Illusion,1937,Not Rated,28950,113,"Drama, War",,8.1,33445,0.17
789,Underground,1995,Not Rated,114787,167,"Comedy, Drama, War",,8.1,54581,0.17
790,Infernal Affairs,2002,R,338564,101,"Action, Crime, Drama",75.0,8.0,117023,0.17
791,Vicky Donor,2012,Not Rated,2317337,126,"Comedy, Romance",,7.8,39212,0.17
792,Winter Sleep,2014,Not Rated,2758880,196,Drama,88.0,8.1,44738,0.17
793,Modern Times,1936,G,27977,87,"Comedy, Drama, Family",96.0,8.5,214090,0.16
794,Vampire Hunter D: Bloodlust,2000,R,216651,103,"Animation, Action, Fantasy",62.0,7.7,28903,0.15
795,Tangerines,2013,Not Rated,2991224,87,"Drama, War",73.0,8.2,38617,0.14
796,The Experiment,2001,R,250258,120,"Drama, Thriller",60.0,7.7,90321,0.14
797,Once Upon a Time in Anatolia,2011,Not Rated,1827487,157,"Crime, Drama",82.0,7.9,40556,0.14
798,Tokyo Godfathers,2003,PG-13,388473,92,"Animation, Adventure, Comedy",73.0,7.8,30364,0.13
799,I Saw the Devil,2010,Not Rated,1588170,144,"Action, Crime, Drama",67.0,7.8,108537,0.13
800,Darbareye Elly,2009,TV-PG,1360860,119,"Drama, Mystery, Thriller",87.0,8.0,44546,0.11
801,Andrei Rublev,1966,R,60107,205,"Biography, Drama, History",,8.1,45731,0.10
802,Elite Squad 2: The Enemy Within,2010,Not Rated,1555149,115,"Action, Crime, Drama",71.0,8.0,78619,0.10
803,Rashômon,1950,Not Rated,42876,88,"Crime, Drama, Mystery",98.0,8.2,150152,0.10
804,Night of the Living Dead,1968,Not Rated,63350,96,"Horror, Thriller",89.0,7.9,115289,0.09
805,Hiroshima Mon Amour,1959,Not Rated,52893,90,"Drama, Romance",,7.9,27860,0.09
806,The Best Offer,2013,R,1924396,131,"Crime, Drama, Mystery",49.0,7.8,106437,0.09
807,Peeping Tom,1960,Not Rated,54167,101,"Drama, Horror, Thriller",,7.7,30878,0.08
808,Beasts of No Nation,2015,Not Rated,1365050,137,"Drama, War",79.0,7.7,72601,0.08
809,Detachment,2011,Not Rated,1683526,98,Drama,52.0,7.7,75896,0.07
810,Lagaan: Once Upon a Time in India,2001,PG,169102,224,"Adventure, Drama, Musical",84.0,8.1,103562,0.07
811,The Holy Mountain,1973,R,71615,114,"Adventure, Drama, Fantasy",76.0,7.9,36055,0.06
812,Rififi,1955,Not Rated,48021,118,"Crime, Drama, Thriller",97.0,8.2,27547,0.06
813,The Battle of Algiers,1966,Not Rated,58946,121,"Drama, War",96.0,8.1,51987,0.06
814,Ikiru,1952,Not Rated,44741,143,Drama,,8.3,66820,0.06
