,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
815,The Grapes of Wrath,1940,Passed,32551,129,"Drama, History",96.0,8.0,85018,0.06
816,Les yeux sans visage,1960,Not Rated,53459,90,"Drama, Horror",90.0,7.7,27046,0.05
817,Battleship Potemkin,1925,Not Rated,15648,66,"Drama, History, Thriller",97.0,8.0,52366,0.05
818,8½,1963,Not Rated,56801,138,Drama,91.0,8.0,107455,0.05
819,Sympathy for Mr. Vengeance,2002,R,310775,129,"Crime, Drama, Thriller",56.0,7.6,61756,0.05
820,Contempt,1963,Not Rated,57345,102,"Drama, Romance",,7.6,28395,0.04
821,Paan Singh Tomar,2012,Not Rated,1620933,135,"Action, Biography, Crime",,8.2,32745,0.04
822,Le Samouraï,1967,GP,62229,101,"Crime, Drama, Mystery",,8.1,44589,0.04
823,M,1931,Passed,22100,99,"Crime, Mystery, Thriller",,8.3,141220,0.03
824,Belle de Jour,1967,R,61395,100,Drama,,7.7,39596,0.03
825,The Boondock Saints,1999,R,144117,108,"Action, Crime, Thriller",44.0,7.8,225697,0.03
826,The Passion of Joan of Arc,1928,Passed,19254,114,"Biography, Drama, History",,8.1,46607,0.02
827,City Lights,1931,G,21749,87,"Comedy, Drama, Romance",99.0,8.5,164993,0.02
828,Evil,2003,Not Rated,338309,113,Drama,61.0,7.8,35329,0.02
829,Memories of Murder,2003,Not Rated,353969,132,"Action, Crime, Drama",82.0,8.1,132892,0.01
830,Dial M for Murder,1954,PG,46912,105,"Crime, Thriller",75.0,8.2,155590,0.01
831,Dev.D,2009,Not Rated,1327035,144,"Drama, Romance",,8.0,28418,0.01
832,All About Eve,1950,Passed,42192,138,Drama,98.0,8.2,119021,0.01
833,Elite Squad,2007,R,861739,115,"Action, Crime, Drama",33.0,8.1,97213,0.01
834,Udaan,2010,Not Rated,1639426,134,Drama,,8.2,41889,0.01
835,The Man from Nowhere,2010,R,1527788,119,"Action, Crime, Drama",,7.8,61763,0.01
836,Dead Man's Shoes,2004,Not Rated,419677,90,"Crime, Drama, Thriller",52.0,7.6,48891,0.01
837,Mr. Nobody,2009,R,485947,141,"Drama, Fantasy, Romance",63.0,7.8,213696,0.00
838,Knockin' on Heaven's Door,1997,Not Rated,119472,87,"Action, Crime, Comedy",,8.0,27319,0.00
839,Adam's Apples,2005,R,418455,94,"Comedy, Crime, Drama",51.0,7.8,44919,0.00
840,Hamilton,2020,PG-13,8503618,160,"Biography, Drama, History",90.0,8.6,46114,--
841,The Gentlemen,2019,R,8367814,113,"Action, Comedy, Crime",51.0,7.8,202977,--
842,Tumbbad,2018,Not Rated,8239946,104,"Drama, Fantasy, Horror",,8.3,25812,--
843,Dil Bechara,2020,--,8110330,101,"Comedy, Drama, Romance",,7.9,106914,--
844,K.G.F: Chapter 1,2018,Not Rated,7838252,156,"Action, Drama",,8.2,33236,--
845,Badhaai Ho,2018,Not Rated,7725596,124,"Comedy, Drama",,8.0,26963,--
846,Ayla: The Daughter of War,2017,--,6316138,125,"Biography, Drama, History",,8.4,32929,--
847,Roma,2018,R,6155172,135,Drama,96.0,7.7,136986,--
848,Vikram Vedha,2017,Not Rated,6148156,147,"Action, Crime, Drama",,8.5,25652,--
849,A Silent Voice: The Movie,2016,Not Rated,5323662,130,"Animation, Drama, Family",78.0,8.1,43744,--
850,Togo,2019,PG,5116302,113,"Adventure, Biography, Drama",69.0,8.0,33333,--
851,Perfect Strangers,2016,--,4901306,96,"Comedy, Drama",,7.8,55485,--
852,The Invisible Guest,2016,TV-MA,4857264,106,"Crime, Drama, Mystery",,8.1,132652,--
853,Klaus,2019,PG,4729430,96,"Animation, Adventure, Comedy",65.0,8.2,78482,--
854,Udta Punjab,2016,TV-MA,4434004,148,"Action, Crime, Drama",,7.8,26662,--
855,Airlift,2016,Not Rated,4387040,130,"Drama, History",,8.0,52311,--
856,Victoria,2015,Not Rated,4226388,138,"Crime, Drama, Romance",77.0,7.6,51719,--
857,Baby,2015,Not Rated,3848892,159,"Action, Thriller",,8.0,52185,--
858,Drishyam,2013,Not Rated,3417422,160,"Crime, Drama, Thriller",,8.3,30132,--
859,Pride,2014,R,3169706,119,"Biography, Comedy, Drama",79.0,7.8,51081,--
860,Wolf Children,2012,PG,2140203,117,"Animation, Drama, Family",71.0,8.1,37918,--
861,Gangs of Wasseypur,2012,R,1954470,321,"Action, Crime, Drama",89.0,8.2,80192,--
862,The Body,2012,--,1937149,112,"Mystery, Thriller",,7.6,55738,--
863,Confessions,2010,Not Rated,1590089,106,"Drama, Thriller",,7.8,35229,--
864,A Wednesday,2008,Not Rated,1280558,104,"Action, Crime, Drama",,8.1,73153,--
865,Celda 211,2009,--,1242422,113,"Action, Adventure, Crime",,7.6,63301,--
866,Ip Man,2008,R,1220719,106,"Action, Biography, Drama",59.0,8.0,209459,--
867,The Chaser,2008,Not Rated,1190539,125,"Action, Crime, Thriller",64.0,7.8,57203,--
868,Nefes: Vatan Sagolsun,2009,--,1171701,128,"Action, Drama, Thriller",,8.0,31461,--
869,The Trial of the Chicago 7,2020,R,1070874,129,"Drama, History, Thriller",76.0,7.9,52718,--
870,The Wave,2008,Not Rated,1063669,107,"Drama, Thriller",,7.6,101569,--
871,Yedinci Kogustaki Mucize,2019,--,10431500,132,Drama,,8.3,30736,--
872,Hachi: A Dog's Tale,2009,G,1028532,93,"Drama, Family",,8.1,248822,--
873,Mary and Max,2009,Not Rated,978762,92,"Animation, Comedy, Drama",,8.1,162514,--
874,The Girl Who Leapt Through Time,2006,TV-PG,808506,98,"Animation, Adventure, Comedy",,7.7,59397,--
875,Death Note: Desu nôto,2006,Not Rated,758742,126,"Crime, Drama, Fantasy",,7.7,28392,--
876,The Man from Earth,2007,Not Rated,756683,87,"Drama, Fantasy, Sci-Fi",,7.9,172093,--
877,Babam ve Oglum,2005,--,476735,112,"Drama, Family",,8.3,77266,--
878,C.R.A.Z.Y.,2005,Not Rated,401085,129,"Comedy, Drama",81.0,7.9,31297,--
879,G.O.R.A.,2004,--,384116,127,"Adventure, Comedy, Sci-Fi",,8.0,55811,--
880,Munna Bhai M.B.B.S.,2003,Not Rated,374887,156,"Comedy, Drama, Musical",,8.1,72769,--
881,Head-On,2004,R,347048,121,"Drama, Romance",78.0,7.9,50729,--
882,My Sassy Girl,2001,Not Rated,293715,137,"Comedy, Drama, Romance",,8.0,45000,--
883,Vizontele,2001,--,270053,110,"Comedy, Drama",,8.0,32724,--
884,Battle Royale,2000,Not Rated,266308,114,"Action, Adventure, Drama",81.0,7.6,167562,--
885,Joint Security Area,2000,Not Rated,260991,110,"Action, Drama, Thriller",58.0,7.8,25977,--
886,Hera Pheri,2000,Not Rated,242519,156,"Action, Comedy, Crime",,8.2,55850,--
887,Neon Genesis Evangelion: The End of Evangelion,1997,TV-14,169858,87,"Animation, Action, Drama",,8.1,37434,--
888,Interstate 60: Episodes of the Road,2002,R,165832,116,"Adventure, Comedy, Drama",,7.7,29635,--
889,Funny Games,1997,Not Rated,119167,108,"Crime, Drama, Thriller",69.0,7.6,63800,--
890,The Bandit,1996,--,116231,128,"Crime, Drama, Thriller",,8.2,62843,--
891,Whisper of the Heart,1995,G,113824,111,"Animation, Drama, Family",75.0,7.9,50212,--
892,Fallen Angels,1995,R,112913,99,"Comedy, Crime, Drama",71.0,7.7,25334,--
893,Dilwale Dulhania Le Jayenge,1995,Not Rated,112870,181,"Drama, Romance",,8.1,62600,--
894,Andaz Apna Apna,1994,PG,109117,160,"Comedy, Romance",,8.2,48728,--
895,Ninja Scroll,1993,Not Rated,107692,94,"Animation, Action, Adventure",,7.9,34140,--
896,Hard Boiled,1992,R,104684,128,"Action, Crime, Thriller",,7.8,46260,--
897,Porco Rosso,1992,PG,104652,94,"Animation, Adventure, Comedy",83.0,7.7,75710,--
898,Kiki's Delivery Service,1989,G,97814,103,"Animation, Adventure, Drama",83.0,7.8,120679,--
899,The Killer,1989,R,97202,111,"Action, Crime, Drama",82.0,7.8,45276,--
900,The Vanishing,1988,Not Rated,96163,107,"Mystery, Thriller",,7.7,33466,--
901,Grave of the Fireflies,1988,Not Rated,95327,89,"Animation, Drama, War",94.0,8.5,229726,--
902,Castle in the Sky,1986,PG,92067,125,"Animation, Adventure, Drama",78.0,8.0,147388,--
903,Come and See,1985,Not Rated,91251,142,"Drama, Thriller, War",,8.3,56455,--
904,Fitzcarraldo,1982,PG,83946,158,"Adventure, Drama",,8.1,30988,--
905,Kagemusha,1980,PG,80979,162,"Drama, History, War",84.0,8.0,31686,--
906,The Elephant Man,1980,PG,80678,124,"Biography, Drama",78.0,8.1,216901,--
907,Lupin the 3rd: Castle of Cagliostro,1979,PG-13,79833,102,"Animation, Adventure, Family",71.0,7.7,26342,--
908,Watership Down,1978,PG,78480,91,"Animation, Adventure, Drama",64.0,7.6,33299,--
909,Days of Heaven,1978,PG,77405,94,"Drama, Romance",93.0,7.8,51843,--
910,Network,1976,R,74958,121,Drama,83.0,8.1,143223,--
911,The Message,1976,PG,74896,177,"Biography, Drama, History",,8.2,43344,--
912,Sholay,1975,Not Rated,73707,162,"Action, Adventure, Comedy",,8.2,50660,--
913,The Man Who Would Be King,1975,PG,73341,129,"Adventure, History, War",91.0,7.8,43874,--
914,Love and Death,1975,PG,73312,85,"Comedy, War",89.0,7.7,35585,--
915,Barry Lyndon,1975,PG,72684,185,"Adventure, Drama, History",89.0,8.1,147129,--
916,The Taking of Pelham One Two Three,1974,R,72251,104,"Action, Crime, Thriller",68.0,7.7,26133,--
917,Amarcord,1973,R,71129,123,"Comedy, Drama",,7.9,39293,--
918,Badlands,1973,PG,69762,94,"Action, Crime, Drama",93.0,7.8,64804,--
919,Solaris,1972,PG,69293,167,"Drama, Mystery, Sci-Fi",90.0,8.1,79407,--
920,"Aguirre, the Wrath of God",1972,Not Rated,68182,95,"Action, Adventure, Biography",,7.9,51567,--
921,Harold and Maude,1971,PG,67185,91,"Comedy, Drama, Romance",62.0,7.9,70031,--
922,Anand,1971,Not Rated,66763,122,"Drama, Musical",,8.4,29169,--
923,Where Eagles Dare,1968,M,65207,158,"Action, Adventure, War",63.0,7.7,51227,--
924,Rosemary's Baby,1968,Approved,63522,137,"Drama, Horror",96.0,8.0,190818,--
925,Bonnie and Clyde,1967,R,61418,111,"Action, Biography, Crime",86.0,7.8,101056,--
926,Who's Afraid of Virginia Woolf?,1966,Not Rated,61184,131,Drama,75.0,8.0,68327,--
927,Persona,1966,Not Rated,60827,83,"Drama, Thriller",86.0,8.1,100692,--
928,Blow-Up,1966,Not Rated,60176,111,"Drama, Mystery, Thriller",82.0,7.6,55644,--
929,Repulsion,1965,Not Rated,59646,105,"Drama, Horror, Thriller",91.0,7.7,48321,--
930,Zulu,1964,Not Rated,58777,138,"Drama, History, War",77.0,7.7,35457,--
931,High and Low,1963,Not Rated,57565,143,"Crime, Drama, Mystery",,8.4,32717,--
932,The Exterminating Angel,1962,Not Rated,56732,95,"Drama, Fantasy",,8.1,29210,--
933,Vivre Sa Vie,1962,Not Rated,56663,85,Drama,,8.0,27333,--
934,To Kill a Mockingbird,1962,Approved,56592,129,"Crime, Drama",88.0,8.2,291008,--
935,Sanjuro,1962,Not Rated,56443,96,"Action, Comedy, Crime",,8.1,32199,--
936,The Manchurian Candidate,1962,PG-13,56218,126,"Drama, Thriller",94.0,7.9,70558,--
937,The Man Who Shot Liberty Valance,1962,Not Rated,56217,123,"Drama, Western",94.0,8.1,67879,--
938,Ivan's Childhood,1962,Not Rated,56111,84,"Drama, War",,8.1,30852,--
939,Harakiri,1962,Not Rated,56058,133,"Action, Drama, Mystery",85.0,8.6,39360,--
940,Cape Fear,1962,Passed,55824,106,"Drama, Thriller",76.0,7.7,26044,--
941,Yojimbo,1961,Not Rated,55630,110,"Action, Drama, Thriller",,8.2,109252,--
942,Jules and Jim,1962,Not Rated,55032,105,"Drama, Romance",97.0,7.8,36959,--
943,Judgment at Nuremberg,1961,Approved,55031,179,"Drama, War",60.0,8.2,68333,--
944,Breakfast at Tiffany's,1961,Approved,54698,115,"Comedy, Drama, Romance",76.0,7.6,164474,--
945,Inherit the Wind,1960,Passed,53946,128,"Biography, Drama, History",75.0,8.1,26949,--
946,L'Avventura,1960,Not Rated,53619,144,"Drama, Mystery",,7.9,26041,--
947,The 400 Blows,1959,Not Rated,53198,99,"Crime, Drama",,8.1,103284,--
948,The Hidden Fortress,1958,Not Rated,51808,126,"Adventure, Drama",,8.1,33973,--
949,Sweet Smell of Success,1957,Approved,51036,96,"Drama, Film-Noir",100.0,8.1,27599,--
950,Wild Strawberries,1957,Not Rated,50986,91,"Drama, Romance",88.0,8.2,94352,--
951,The Seventh Seal,1957,Not Rated,50976,96,"Drama, Fantasy",88.0,8.2,161687,--
952,Paths of Glory,1957,Approved,50825,88,"Drama, War",90.0,8.4,175135,--
953,Throne of Blood,1957,Not Rated,50613,110,"Drama, History",,8.1,45801,--
954,The Searchers,1956,Passed,49730,119,"Adventure, Drama, Western",94.0,7.9,79258,--
955,The Killing,1956,Approved,49406,84,"Crime, Drama, Film-Noir",91.0,8.0,80531,--
956,Invasion of the Body Snatchers,1956,Not Rated,49366,80,"Drama, Horror, Sci-Fi",92.0,7.7,44364,--
957,Giant,1956,G,49261,201,"Drama, Western",84.0,7.6,33589,--
958,Rebel Without a Cause,1955,PG-13,48545,111,Drama,89.0,7.7,82332,--
959,The Ladykillers,1955,Not Rated,48281,91,"Comedy, Crime",91.0,7.7,25897,--
960,East of Eden,1955,PG,48028,118,Drama,72.0,7.9,39781,--
961,La Strada,1954,Not Rated,47528,108,Drama,,8.0,57552,--
962,Sabrina,1954,Passed,47437,113,"Comedy, Drama, Romance",72.0,7.7,58356,--
963,Diabolique,1955,Not Rated,46911,117,"Crime, Drama, Horror",,8.0,60921,--
964,Tokyo Story,1953,Not Rated,46438,136,Drama,,8.2,51635,--
965,Stalag 17,1953,Not Rated,46359,120,"Comedy, Drama, War",84.0,8.0,50643,--
966,The Wages of Fear,1953,Not Rated,46268,131,"Adventure, Drama, Thriller",85.0,8.1,53651,--
967,Roman Holiday,1953,Not Rated,46250,118,"Comedy, Romance",78.0,8.0,125786,--
968,The Day the Earth Stood Still,1951,G,43456,92,"Drama, Sci-Fi",,7.7,75738,--
969,Sunset Blvd.,1950,Passed,43014,110,"Drama, Film-Noir",,8.4,198551,--
970,In a Lonely Place,1950,Not Rated,42593,94,"Drama, Film-Noir, Mystery",,8.0,25938,--
971,Harvey,1950,Approved,42546,104,"Comedy, Drama, Fantasy",,7.9,52205,--
972,White Heat,1949,Not Rated,42041,114,"Action, Crime, Drama",,8.1,29302,--
973,Kind Hearts and Coronets,1949,Not Rated,41546,106,"Comedy, Crime",,8.0,34053,--
974,Rope,1948,Approved,40746,80,"Crime, Drama, Mystery",73.0,8.0,127681,--
975,Red River,1948,Passed,40724,133,"Action, Adventure, Drama",,7.8,27728,--
976,Key Largo,1948,Not Rated,40506,100,"Action, Crime, Drama",,7.8,36609,--
977,Out of the Past,1947,Not Rated,39689,97,"Crime, Drama, Film-Noir",,8.0,32256,--
978,It's a Wonderful Life,1946,PG,38650,130,"Drama, Family, Fantasy",89.0,8.6,391936,--
979,Gilda,1946,Not Rated,38559,110,"Drama, Film-Noir, Romance",,7.7,27551,--
980,Brief Encounter,1945,Not Rated,37558,86,"Drama, Romance",92.0,8.0,34968,--
981,To Have and Have Not,1944,Passed,37382,100,"Adventure, Comedy, Film-Noir",,7.8,30591,--
982,Lifeboat,1944,Not Rated,37017,97,"Drama, War",78.0,7.6,26156,--
983,Arsenic and Old Lace,1944,Not Rated,36613,118,"Comedy, Crime, Thriller",,8.0,64530,--
984,Shadow of a Doubt,1943,PG,36342,108,"Film-Noir, Thriller",94.0,7.8,58649,--
985,To Be or Not to Be,1942,Passed,35446,99,"Comedy, War",86.0,8.2,28670,--
986,The Philadelphia Story,1940,Not Rated,32904,112,"Comedy, Romance",96.0,7.9,62637,--
987,Stagecoach,1939,Passed,31971,96,"Adventure, Drama, Western",93.0,7.8,42846,--
988,The Rules of the Game,1939,Not Rated,31885,110,"Comedy, Drama",,8.0,26361,--
989,The Lady Vanishes,1938,Not Rated,30341,96,"Mystery, Thriller",,7.8,46703,--
990,Bringing Up Baby,1938,Passed,29947,102,"Comedy, Family, Romance",91.0,7.9,54360,--
991,The 39 Steps,1935,Not Rated,26029,86,"Mystery, Thriller",93.0,7.6,51094,--
992,The Thin Man,1934,TV-PG,25878,91,"Comedy, Crime, Mystery",86.0,8.0,26031,--
993,The Invisible Man,1933,TV-PG,24184,71,"Horror, Sci-Fi",87.0,7.7,30051,--
994,Duck Soup,1933,Not Rated,23969,69,"Comedy, Musical, War",93.0,7.8,55113,--
995,Freaks,1932,Not Rated,22913,64,"Drama, Horror",80.0,7.9,41668,--
996,Frankenstein,1931,Passed,21884,70,"Drama, Horror, Sci-Fi",91.0,7.8,64508,--
997,The Circus,1928,Passed,18773,72,"Comedy, Romance",90.0,8.1,28981,--
998,Nosferatu,1922,Not Rated,13442,94,"Fantasy, Horror",,7.9,87819,--
999,The Cabinet of Dr. Caligari,1920,Not Rated,10323,67,"Fantasy, Horror, Mystery",,8.1,56528,--
