,popularity,id,vote_count,vote_average,title,release_date,original_language,genre_ids,Unnamed: 0,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
897,10.23,2841,758,7.3,A Very Long Engagement,2004-10-26,fr,"['Drama', 'Romance', 'War']",563,A Very Long Engagement,2004,R,344510,133,"Drama, Mystery, Romance",76.0,7.6,70471,6.17
898,12.958,77016,2181,7.3,End of Watch,2012-09-20,en,"['Crime', 'Drama', 'Thriller']",339,End of Watch,2012,R,1855199,109,"Action, Crime, Drama",68.0,7.6,225920,41.00
899,28.021,9470,1656,7.3,Kung Fu Hustle,2004-02-10,cn,"['Action', 'Comedy', 'Crime', 'Fantasy']",464,Kung Fu Hustle,2004,R,373074,99,"Action, Comedy, Fantasy",78.0,7.7,125862,17.11
900,3.126,771,7140,7.3,Home Alone,1990-11-16,en,"['Comedy', 'Family']",45,Home Alone,1990,PG,99785,103,"Comedy, Family",63.0,7.6,456106,285.76
901,11.857,5506,247,7.3,The Ladykillers,1955-12-08,en,"['Comedy', 'Crime']",959,The Ladykillers,1955,Not Rated,48281,91,"Comedy, Crime",91.0,7.7,25897,--
902,11.745,5516,1022,6.1,The Ladykillers,2004-03-25,en,"['Comedy', 'Crime', 'Thriller']",959,The Ladykillers,1955,Not Rated,48281,91,"Comedy, Crime",91.0,7.7,25897,--
903,12.481,11072,1179,7.3,Blazing Saddles,1974-02-07,en,"['Western', 'Comedy']",159,Blazing Saddles,1974,R,71230,93,"Comedy, Western",73.0,7.7,124590,119.50
904,9.917,8424,1352,7.3,Love Me If You Dare,2003-09-17,fr,"['Drama', 'Comedy', 'Romance']",751,Love Me If You Dare,2003,R,364517,93,"Comedy, Drama, Romance",45.0,7.6,66816,0.55
905,21.247,318846,6144,7.3,The Big Short,2015-12-11,en,"['Comedy', 'Drama']",239,The Big Short,2015,R,1596363,130,"Biography, Comedy, Drama",81.0,7.8,354069,70.26
906,19.9,180,5853,7.3,Minority Report,2002-06-20,en,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",142,Minority Report,2002,PG-13,181689,145,"Action, Crime, Mystery",80.0,7.6,502780,132.07
907,57.253,82690,9362,7.3,Wreck-It Ralph,2012-11-01,en,"['Family', 'Animation', 'Comedy', 'Adventure']",91,Wreck-It Ralph,2012,PG,1772341,101,"Animation, Adventure, Comedy",72.0,7.7,374827,189.42
908,15.079,15080,575,7.3,Only Yesterday,1991-07-20,ja,"['Animation', 'Drama', 'Romance']",759,Only Yesterday,1991,PG,102587,118,"Animation, Drama, Romance",90.0,7.6,26159,0.45
909,11.951,375315,534,7.3,The Salesman,2016-06-24,fa,"['Drama', 'Thriller']",655,The Salesman,2016,PG-13,5186714,124,"Drama, Thriller",85.0,7.8,49782,2.40
910,12.67,866,2759,7.3,Finding Neverland,2004-10-17,en,['Drama'],297,Finding Neverland,2004,PG,308644,106,"Biography, Drama, Family",67.0,7.7,197166,51.68
911,16.77,3176,2178,7.3,Battle Royale,2000-12-16,ja,"['Drama', 'Thriller', 'Action']",884,Battle Royale,2000,Not Rated,266308,114,"Action, Adventure, Drama",81.0,7.6,167562,--
912,10.882,922,926,7.3,Dead Man,1995-12-23,en,"['Drama', 'Fantasy', 'Western']",718,Dead Man,1995,R,112817,121,"Adventure, Drama, Fantasy",62.0,7.6,89392,1.04
913,18.725,338766,3120,7.3,Hell or High Water,2016-08-12,en,"['Crime', 'Western']",403,Hell or High Water,2016,R,2582782,102,"Action, Crime, Drama",88.0,7.6,200709,26.86
914,29.714,13183,6361,7.3,Watchmen,2009-03-05,en,"['Action', 'Mystery', 'Science Fiction']",176,Watchmen,2009,R,409459,162,"Action, Drama, Mystery",56.0,7.6,495738,107.51
915,46.193,119450,8361,7.3,Dawn of the Planet of the Apes,2014-06-26,en,"['Science Fiction', 'Action', 'Drama', 'Thriller']",82,Dawn of the Planet of the Apes,2014,PG-13,2103281,130,"Action, Adventure, Drama",79.0,7.6,408648,208.55
916,6.329,191714,451,7.3,The Lunchbox,2013-09-20,hi,"['Drama', 'Romance']",608,The Lunchbox,2013,PG,2350496,104,"Drama, Romance",76.0,7.8,49612,4.23
917,14.78,859,707,7.3,Dangerous Liaisons,1988-06-09,en,"['Drama', 'Romance']",368,Dangerous Liaisons,1988,R,94947,119,"Drama, Romance",74.0,7.6,63873,34.70
918,27.656,37799,8179,7.3,The Social Network,2010-10-01,en,['Drama'],192,The Social Network,2010,PG-13,1285016,120,"Biography, Drama",95.0,7.7,615489,96.96
919,65.175,18785,12635,7.3,The Hangover,2009-06-02,en,['Comedy'],46,The Hangover,2009,R,1119646,100,Comedy,73.0,7.7,710544,277.32
920,16.839,1640,2376,7.3,Crash,2005-05-06,en,['Drama'],277,Crash,2004,R,375679,112,"Crime, Drama, Thriller",66.0,7.7,416862,54.58
921,17.007,884,521,6.5,Crash,1996-07-17,en,"['Drama', 'Thriller', 'Romance']",277,Crash,2004,R,375679,112,"Crime, Drama, Thriller",66.0,7.7,416862,54.58
922,25.063,2502,5347,7.3,The Bourne Supremacy,2004-07-23,en,"['Action', 'Drama', 'Thriller']",103,The Bourne Supremacy,2004,PG-13,372183,108,"Action, Mystery, Thriller",73.0,7.7,430155,176.24
923,16.976,8374,1593,7.3,The Boondock Saints,1999-01-22,en,"['Action', 'Thriller', 'Crime']",825,The Boondock Saints,1999,R,144117,108,"Action, Crime, Thriller",44.0,7.8,225697,0.03
924,55.73,49051,14107,7.3,The Hobbit: An Unexpected Journey,2012-11-26,en,"['Adventure', 'Fantasy', 'Action']",36,The Hobbit: An Unexpected Journey,2012,PG-13,903624,169,"Adventure, Fantasy",58.0,7.8,749940,303.00
925,9.353,3549,215,7.3,After the Wedding,2006-02-24,da,['Drama'],762,After the Wedding,2006,R,457655,120,Drama,78.0,7.7,31627,0.41
926,29.415,9325,4546,7.3,The Jungle Book,1967-10-18,en,"['Family', 'Animation', 'Adventure']",129,The Jungle Book,1967,G,61852,78,"Animation, Adventure, Family",65.0,7.6,164033,141.84
927,39.411,278927,6344,6.8,The Jungle Book,2016-04-07,en,"['Adventure', 'Drama', 'Family', 'Fantasy']",129,The Jungle Book,1967,G,61852,78,"Animation, Adventure, Family",65.0,7.6,164033,141.84
928,14.337,10714,307,5.9,The Jungle Book,1994-12-23,en,"['Adventure', 'Drama', 'Family']",129,The Jungle Book,1967,G,61852,78,"Animation, Adventure, Family",65.0,7.6,164033,141.84
929,9.485,266,442,7.3,Contempt,1963-10-29,fr,['Drama'],820,Contempt,1963,Not Rated,57345,102,"Drama, Romance",,7.6,28395,0.04
930,21.198,813,2819,7.3,Airplane!,1980-07-02,en,['Comedy'],207,Airplane!,1980,PG,80339,88,Comedy,78.0,7.7,211385,83.40
931,25.639,11886,3103,7.3,Robin Hood,1973-11-08,en,"['Animation', 'Family']",382,Robin Hood,1973,G,70608,83,"Animation, Adventure, Comedy",57.0,7.6,114006,32.06
932,22.853,20662,3232,6.4,Robin Hood,2010-05-12,en,"['Action', 'Adventure', 'Drama']",382,Robin Hood,1973,G,70608,83,"Animation, Adventure, Comedy",57.0,7.6,114006,32.06
933,54.13,375588,2062,5.9,Robin Hood,2018-11-21,en,"['Action', 'Adventure', 'Thriller']",382,Robin Hood,1973,G,70608,83,"Animation, Adventure, Comedy",57.0,7.6,114006,32.06
934,26.957,87,6214,7.3,Indiana Jones and the Temple of Doom,1984-05-23,en,"['Adventure', 'Action']",100,Indiana Jones and the Temple of Doom,1984,PG,87469,118,"Action, Adventure",57.0,7.6,442660,179.87
935,9.094,44716,245,7.3,In a Better World,2010-08-26,da,['Drama'],723,In a Better World,2010,R,1340107,118,"Drama, Romance",65.0,7.6,38205,1.01
936,18.803,68734,6115,7.3,Argo,2012-10-11,en,"['Drama', 'Thriller']",136,Argo,2012,R,1024648,120,"Biography, Drama, Thriller",86.0,7.7,566774,136.03
937,43.973,19908,8821,7.3,Zombieland,2009-10-07,en,"['Comedy', 'Horror']",224,Zombieland,2009,R,1156398,88,"Adventure, Comedy, Fantasy",73.0,7.6,514919,75.59
938,11.0,695,325,7.2,Short Cuts,1993-09-05,en,"['Comedy', 'Drama']",565,Short Cuts,1993,R,108122,188,"Comedy, Drama",79.0,7.7,41896,6.11
939,12.348,2609,1153,7.2,"Planes, Trains and Automobiles",1987-11-26,en,['Comedy'],304,"Planes, Trains and Automobiles",1987,R,93748,93,"Comedy, Drama",72.0,7.6,120530,49.53
940,22.112,1830,2991,7.2,Lord of War,2005-09-16,en,"['Crime', 'Drama', 'Thriller']",422,Lord of War,2005,R,399295,122,"Action, Crime, Drama",62.0,7.6,291618,24.15
941,10.627,10511,200,7.2,In America,2003-10-31,en,"['Drama', 'Family']",473,In America,2002,PG-13,298845,105,Drama,76.0,7.7,40222,15.54
942,22.549,296098,5205,7.2,Bridge of Spies,2015-10-15,en,"['Drama', 'Thriller']",232,Bridge of Spies,2015,PG-13,3682448,142,"Drama, History, Thriller",81.0,7.6,283728,72.31
943,19.562,2270,2767,7.2,Stardust,2007-08-09,en,"['Adventure', 'Fantasy', 'Romance', 'Family']",349,Stardust,2007,PG-13,486655,127,"Adventure, Family, Fantasy",66.0,7.6,252181,38.63
944,27.971,37136,2345,7.2,The Naked Gun: From the Files of Police Squad!,1988-12-02,en,"['Comedy', 'Crime']",215,The Naked Gun: From the Files of Police Squad!,1988,PG-13,95705,85,"Comedy, Crime",76.0,7.6,150354,78.76
945,15.119,1878,3083,7.2,Fear and Loathing in Las Vegas,1998-05-22,en,"['Adventure', 'Drama', 'Comedy']",511,Fear and Loathing in Las Vegas,1998,R,120669,118,"Adventure, Comedy, Drama",41.0,7.6,257090,10.68
946,13.267,9388,1439,7.2,Thank You for Smoking,2005-03-17,en,"['Comedy', 'Drama']",417,Thank You for Smoking,2005,R,427944,92,"Comedy, Drama",71.0,7.6,211804,24.79
947,26.923,60308,3151,7.2,Moneyball,2011-09-22,en,['Drama'],222,Moneyball,2011,PG-13,1210166,133,"Biography, Drama, Sport",87.0,7.6,362161,75.61
948,43.206,20352,11749,7.2,Despicable Me,2010-07-08,en,"['Animation', 'Family', 'Comedy']",56,Despicable Me,2010,PG,1323594,95,"Animation, Comedy, Crime",72.0,7.6,494905,251.51
949,22.611,941,2947,7.2,Lethal Weapon,1987-03-06,en,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",248,Lethal Weapon,1987,R,93409,109,"Action, Crime, Thriller",68.0,7.6,233901,65.21
950,30.207,395991,893,7.2,Only the Brave,2017-09-22,en,"['Action', 'Drama']",453,Only the Brave,2017,PG-13,3829920,134,"Action, Biography, Drama",72.0,7.6,56371,18.34
951,10.48,11837,386,7.2,Watership Down,1978-10-14,en,"['Adventure', 'Animation', 'Drama']",908,Watership Down,1978,PG,78480,91,"Animation, Adventure, Drama",64.0,7.6,33299,--
952,32.854,10528,10821,7.2,Sherlock Holmes,2009-12-23,en,"['Action', 'Adventure', 'Crime', 'Mystery']",81,Sherlock Holmes,2009,PG-13,988045,128,"Action, Adventure, Mystery",57.0,7.6,577779,209.03
953,29.937,49047,11759,7.2,Gravity,2013-10-03,en,"['Science Fiction', 'Thriller', 'Drama']",47,Gravity,2013,PG-13,1454468,91,"Drama, Sci-Fi, Thriller",96.0,7.7,761095,274.09
954,24.672,9473,1776,7.2,"South Park: Bigger, Longer & Uncut",1999-06-30,en,"['Animation', 'Comedy']",294,"South Park: Bigger, Longer & Uncut",1999,R,158983,81,"Animation, Comedy, Fantasy",73.0,7.7,190881,52.04
955,14.646,12473,262,7.2,The Visitor,2007-09-07,en,"['Crime', 'Drama', 'Music']",529,The Visitor,2007,PG-13,857191,104,Drama,79.0,7.6,41332,9.42
956,45.375,37724,12036,7.2,Skyfall,2012-10-25,en,"['Action', 'Adventure', 'Thriller']",35,Skyfall,2012,PG-13,1074638,143,"Action, Adventure, Thriller",81.0,7.7,624376,304.36
957,40.905,1271,9959,7.1,300,2007-12-09,en,"['Action', 'Adventure', 'War']",78,300,2006,R,416449,117,"Action, Drama",52.0,7.6,726402,210.61
958,13.063,40807,2697,7.1,50/50,2011-09-30,en,"['Comedy', 'Drama']",365,50/50,2011,R,1306980,100,"Comedy, Drama, Romance",72.0,7.6,313395,35.01
959,10.868,12877,328,7.1,Dead Man's Shoes,2004-09-29,en,"['Crime', 'Drama', 'Thriller']",836,Dead Man's Shoes,2004,Not Rated,419677,90,"Crime, Drama, Thriller",52.0,7.6,48891,0.01
960,11.784,11176,345,7.1,The Muppet Movie,1979-05-31,en,"['Adventure', 'Comedy', 'Music', 'Family']",218,The Muppet Movie,1979,G,79588,95,"Adventure, Comedy, Family",74.0,7.6,32246,76.66
961,19.476,5176,2364,7.1,3:10 to Yuma,2007-09-06,en,['Western'],284,3:10 to Yuma,2007,R,381849,122,"Action, Crime, Drama",76.0,7.7,286036,53.61
962,27.58,23483,8928,7.1,Kick-Ass,2010-03-22,en,"['Action', 'Crime']",309,Kick-Ass,2010,R,1250777,117,"Action, Comedy, Crime",66.0,7.6,520646,48.07
963,27.082,508,4452,7.1,Love Actually,2003-09-07,en,"['Comedy', 'Romance', 'Drama']",259,Love Actually,2003,R,314331,135,"Comedy, Drama, Romance",55.0,7.6,418402,59.70
964,43.19,408,5349,7.1,Snow White and the Seven Dwarfs,1937-12-21,en,"['Fantasy', 'Animation', 'Family']",95,Snow White and the Seven Dwarfs,1937,Approved,29583,83,"Animation, Family, Fantasy",95.0,7.6,179009,184.93
965,25.08,82693,9174,7.1,Silver Linings Playbook,2012-09-08,en,"['Drama', 'Comedy', 'Romance']",140,Silver Linings Playbook,2012,R,1045658,122,"Comedy, Drama, Romance",81.0,7.7,655004,132.09
966,17.416,1900,1292,7.1,Traffic,2000-03-23,en,"['Crime', 'Drama', 'Thriller']",153,Traffic,2000,R,181865,147,"Crime, Drama, Thriller",86.0,7.6,194230,124.12
