,popularity,id,vote_count,vote_average,title,release_date,original_language,genre_ids,Unnamed: 0,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
0,57.28,278,17472,8.7,The Shawshank Redemption,1994-09-23,en,"['Drama', 'Crime']",397,The Shawshank Redemption,1994,R,111161,142,Drama,80.0,9.3,2304470,28.34
1,17.364,19404,2418,8.7,Dilwale Dulhania Le Jayenge,1995-10-20,hi,"['Comedy', 'Drama', 'Romance']",893,Dilwale Dulhania Le Jayenge,1995,Not Rated,112870,181,"Drama, Romance",,8.1,62600,--
2,48.154,238,13224,8.7,The Godfather,1972-03-14,en,"['Drama', 'Crime']",137,The Godfather,1972,R,68646,175,"Crime, Drama",100.0,9.2,1590465,134.97
3,31.382,424,10522,8.6,Schindler's List,1993-11-30,en,"['Drama', 'History', 'War']",193,Schindler's List,1993,R,108052,195,"Biography, Drama, History",94.0,8.9,1195709,96.90
4,130.76,372058,6590,8.6,Your Name.,2016-08-26,ja,"['Romance', 'Animation', 'Drama']",590,Your Name.,2016,PG,5311514,106,"Animation, Drama, Fantasy",79.0,8.4,185483,5.02
5,38.426,240,7845,8.6,The Godfather: Part II,1974-12-20,en,"['Drama', 'Crime']",265,The Godfather: Part II,1974,R,71562,202,"Crime, Drama",90.0,9.0,1111227,57.30
6,57.203,129,10361,8.5,Spirited Away,2001-07-20,ja,"['Animation', 'Family', 'Fantasy']",520,Spirited Away,2001,PG,245429,125,"Animation, Adventure, Family",96.0,8.6,636848,10.06
7,142.45,496243,9657,8.5,Parasite,2019-05-30,ko,"['Comedy', 'Thriller', 'Drama']",285,Parasite,2019,R,6751668,132,"Comedy, Drama, Thriller",96.0,8.6,504816,53.37
8,34.451,497,11187,8.5,The Green Mile,1999-12-10,en,"['Fantasy', 'Drama', 'Crime']",135,The Green Mile,1999,R,120689,189,"Crime, Drama, Fantasy",61.0,8.6,1126765,136.80
9,46.579,680,19839,8.5,Pulp Fiction,1994-09-10,en,"['Thriller', 'Crime']",174,Pulp Fiction,1994,R,110912,154,"Crime, Drama",94.0,8.9,1798865,107.93
10,36.191,637,9441,8.5,Life Is Beautiful,1997-12-20,it,"['Comedy', 'Drama']",262,Life Is Beautiful,1997,PG-13,118799,116,"Comedy, Drama, Romance",59.0,8.6,613006,57.60
11,60.784,122,16498,8.5,The Lord of the Rings: The Return of the King,2003-12-01,en,"['Adventure', 'Fantasy', 'Action']",19,The Lord of the Rings: The Return of the King,2003,PG-13,167260,201,"Action, Adventure, Drama",94.0,8.9,1619083,377.85
12,42.03,13,19182,8.5,Forrest Gump,1994-07-06,en,"['Comedy', 'Drama', 'Romance']",26,Forrest Gump,1994,PG-13,109830,142,"Drama, Romance",82.0,8.8,1776071,330.25
13,20.961,311,3258,8.5,Once Upon a Time in America,1984-05-23,en,"['Drama', 'Crime']",583,Once Upon a Time in America,1984,R,87843,229,"Crime, Drama",,8.4,306054,5.32
14,73.57,155,23630,8.5,The Dark Knight,2008-07-16,en,"['Drama', 'Action', 'Crime', 'Thriller']",7,The Dark Knight,2008,PG-13,468569,152,"Action, Crime, Drama",84.0,9.0,2267951,534.86
15,23.063,389,5075,8.5,12 Angry Men,1957-04-10,en,['Drama'],603,12 Angry Men,1957,Approved,50083,96,"Crime, Drama",96.0,9.0,677369,4.36
16,17.155,11216,2586,8.4,Cinema Paradiso,1988-11-17,it,"['Drama', 'Romance']",502,Cinema Paradiso,1988,R,95765,155,Drama,80.0,8.5,226261,11.99
17,39.145,429,5443,8.4,"The Good, the Bad and the Ugly",1966-12-23,it,['Western'],566,"The Good, the Bad and the Ugly",1966,R,60196,178,Western,90.0,8.8,679128,6.10
18,44.863,556574,485,8.4,Hamilton,2020-07-03,en,"['History', 'Music', 'Drama']",840,Hamilton,2020,PG-13,8503618,160,"Biography, Drama, History",90.0,8.6,46114,--
19,22.0,346,2066,8.4,Seven Samurai,1954-04-26,ja,"['Action', 'Drama']",776,Seven Samurai,1954,Not Rated,47478,207,"Action, Adventure, Drama",98.0,8.6,311412,0.27
20,34.799,539,6777,8.4,Psycho,1960-06-22,en,"['Horror', 'Drama', 'Thriller']",384,Psycho,1960,R,54215,109,"Horror, Mystery, Thriller",97.0,8.5,595246,32.00
21,17.92,11252,642,5.1,Psycho,1998-12-04,en,"['Horror', 'Mystery', 'Thriller']",384,Psycho,1960,R,54215,109,"Horror, Mystery, Thriller",97.0,8.5,595246,32.00
22,46.071,598,4637,8.4,City of God,2002-02-05,pt,"['Drama', 'Crime']",544,City of God,2002,R,317248,130,"Crime, Drama",79.0,8.6,691357,7.56
23,42.854,550,20381,8.4,Fight Club,1999-10-15,en,['Drama'],355,Fight Club,1999,R,137523,139,Drama,66.0,8.8,1826290,37.03
24,25.402,510,7170,8.4,One Flew Over the Cuckoo's Nest,1975-11-18,en,['Drama'],167,One Flew Over the Cuckoo's Nest,1975,R,73486,133,Drama,83.0,8.7,904785,112.00
25,153.903,324857,8269,8.4,Spider-Man: Into the Spider-Verse,2018-12-06,en,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Comedy']",90,Spider-Man: Into the Spider-Verse,2018,PG,4633694,117,"Animation, Action, Adventure",87.0,8.4,350435,190.24
26,48.783,4935,5738,8.4,Howl's Moving Castle,2004-11-19,ja,"['Fantasy', 'Animation', 'Adventure']",596,Howl's Moving Castle,2004,PG,347149,119,"Animation, Adventure, Family",80.0,8.2,325434,4.71
27,0.6,12477,3103,8.4,Grave of the Fireflies,1988-04-16,ja,"['Animation', 'Drama', 'War']",901,Grave of the Fireflies,1988,Not Rated,95327,89,"Animation, Drama, War",94.0,8.5,229726,--
28,20.805,914,2074,8.4,The Great Dictator,1940-10-23,en,['Comedy'],774,The Great Dictator,1940,Passed,32553,125,"Comedy, Drama, War",,8.4,199964,0.29
29,50.588,244786,10305,8.4,Whiplash,2014-10-10,en,"['Drama', 'Music']",493,Whiplash,2014,R,2582802,106,"Drama, Music",88.0,8.5,701085,13.09
30,28.373,73,8009,8.4,American History X,1998-10-30,en,['Drama'],557,American History X,1998,R,120586,119,Drama,62.0,8.5,1022675,6.72
31,14.172,3782,582,8.4,Ikiru,1952-10-09,ja,['Drama'],814,Ikiru,1952,Not Rated,44741,143,Drama,,8.3,66820,0.06
32,26.489,423,5759,8.4,The Pianist,2002-09-17,en,"['Drama', 'War']",376,The Pianist,2002,R,253474,150,"Biography, Drama, Music",85.0,8.5,716652,32.57
33,15.937,901,1273,8.4,City Lights,1931-02-01,en,"['Comedy', 'Drama', 'Romance']",827,City Lights,1931,G,21749,87,"Comedy, Drama, Romance",99.0,8.5,164993,0.02
34,28.904,128,5131,8.4,Princess Mononoke,1997-07-12,ja,"['Adventure', 'Fantasy', 'Animation']",657,Princess Mononoke,1997,PG-13,119698,134,"Animation, Adventure, Fantasy",76.0,8.4,336144,2.38
35,22.073,567,4041,8.4,Rear Window,1954-09-01,en,"['Thriller', 'Mystery', 'Drama']",357,Rear Window,1954,PG,47396,112,"Mystery, Thriller",100.0,8.4,437521,36.76
36,15.539,14537,411,8.3,Harakiri,1962-09-15,ja,"['Action', 'Drama', 'History']",939,Harakiri,1962,Not Rated,56058,133,"Action, Drama, Mystery",85.0,8.6,39360,--
37,13.459,12493,369,8.3,High and Low,1963-03-01,ja,"['Crime', 'Drama', 'Mystery', 'Thriller']",931,High and Low,1963,Not Rated,57565,143,"Crime, Drama, Mystery",,8.4,32717,--
38,13.144,975,1685,8.3,Paths of Glory,1957-09-18,en,"['Drama', 'War']",952,Paths of Glory,1957,Approved,50825,88,"Drama, War",90.0,8.4,175135,--
39,66.189,120,17961,8.3,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,en,"['Adventure', 'Fantasy', 'Action']",31,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,120737,178,"Action, Adventure, Drama",92.0,8.8,1634918,315.54
40,34.407,18491,623,8.3,Neon Genesis Evangelion: The End of Evangelion,1997-07-19,ja,"['Drama', 'Science Fiction', 'Animation', 'Fantasy', 'Action']",887,Neon Genesis Evangelion: The End of Evangelion,1997,TV-14,169858,87,"Animation, Action, Drama",,8.1,37434,--
41,54.469,27205,27539,8.3,Inception,2010-07-15,en,"['Action', 'Science Fiction', 'Adventure']",41,Inception,2010,PG-13,1375666,148,"Action, Adventure, Sci-Fi",74.0,8.8,2030014,292.58
42,19.756,207,7516,8.3,Dead Poets Society,1989-06-02,en,['Drama'],195,Dead Poets Society,1989,PG,97165,128,"Comedy, Drama",79.0,8.1,416594,95.86
43,16.17,3082,2375,8.3,Modern Times,1936-02-11,en,"['Comedy', 'Drama']",793,Modern Times,1936,G,27977,87,"Comedy, Drama, Family",96.0,8.5,214090,0.16
44,37.158,807,14014,8.3,Se7en,1995-09-22,en,"['Crime', 'Mystery', 'Thriller']",189,Se7en,1995,R,114369,127,"Crime, Drama, Mystery",65.0,8.6,1419701,100.13
45,57.898,121,15514,8.3,The Lord of the Rings: The Two Towers,2002-12-18,en,"['Action', 'Adventure', 'Fantasy']",22,The Lord of the Rings: The Two Towers,2002,PG-13,167261,179,"Action, Adventure, Drama",87.0,8.7,1463500,342.55
46,40.595,101,10078,8.3,Léon: The Professional,1994-09-14,en,"['Crime', 'Drama', 'Action']",448,Léon: The Professional,1994,R,110413,110,"Action, Crime, Drama",64.0,8.5,1018888,19.50
47,9.305,274,11011,8.3,The Silence of the Lambs,1991-02-01,en,"['Crime', 'Drama', 'Thriller', 'Horror']",143,The Silence of the Lambs,1991,R,102926,118,"Crime, Drama, Thriller",85.0,8.6,1249908,130.74
48,100.563,157336,24124,8.3,Interstellar,2014-11-05,en,"['Adventure', 'Drama', 'Science Fiction']",93,Interstellar,2014,PG-13,816692,169,"Adventure, Drama, Sci-Fi",74.0,8.6,1475731,188.02
49,12.462,18148,557,8.3,Tokyo Story,1953-11-03,ja,['Drama'],964,Tokyo Story,1953,Not Rated,46438,136,Drama,,8.2,51635,--
50,19.864,335,2758,8.3,Once Upon a Time in the West,1968-12-21,it,['Western'],584,Once Upon a Time in the West,1968,PG-13,64116,165,Western,80.0,8.5,298673,5.32
51,11.561,265177,1909,8.3,Mommy,2014-05-22,fr,['Drama'],628,Mommy,2014,R,3612616,139,Drama,74.0,8.1,49525,3.49
52,11.505,10376,1501,8.3,The Legend of 1900,1998-10-28,it,"['Drama', 'Music', 'Romance']",777,The Legend of 1900,1998,R,120731,169,"Drama, Music, Romance",58.0,8.1,58130,0.26
53,24.862,290098,1928,8.3,The Handmaiden,2016-06-01,ko,"['Thriller', 'Drama', 'Romance']",673,The Handmaiden,2016,Not Rated,4016934,145,"Drama, Romance, Thriller",84.0,8.1,108275,2.01
54,59.536,508965,1899,8.3,Klaus,2019-11-08,en,"['Animation', 'Family', 'Adventure', 'Comedy']",853,Klaus,2019,PG,4729430,96,"Animation, Adventure, Comedy",65.0,8.2,78482,--
55,20.778,25237,572,8.3,Come and See,1985-09-03,ru,"['Drama', 'War', 'History']",903,Come and See,1985,Not Rated,91251,142,"Drama, Thriller, War",,8.3,56455,--
56,226.564,299534,15581,8.3,Avengers: Endgame,2019-04-24,en,"['Adventure', 'Science Fiction', 'Action']",1,Avengers: Endgame,2019,PG-13,4154796,181,"Action, Adventure, Drama",78.0,8.4,778195,858.37
57,69.816,398818,8127,8.3,Call Me by Your Name,2017-09-01,en,"['Romance', 'Drama']",455,Call Me by Your Name,2017,R,5726616,132,"Drama, Romance",93.0,7.9,204569,18.10
58,14.359,797,1155,8.3,Persona,1966-10-18,sv,['Drama'],927,Persona,1966,Not Rated,60827,83,"Drama, Thriller",86.0,8.1,100692,--
59,15.833,1398,1119,8.3,Stalker,1979-05-25,ru,"['Science Fiction', 'Drama']",780,Stalker,1979,Not Rated,79944,162,"Drama, Sci-Fi",,8.2,114166,0.23
60,54.491,105,14028,8.3,Back to the Future,1985-07-03,en,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",79,Back to the Future,1985,PG,88763,116,"Adventure, Comedy, Sci-Fi",87.0,8.5,1040190,210.61
61,27.019,490132,7024,8.3,Green Book,2018-11-16,en,"['Drama', 'Comedy']",205,Green Book,2018,PG-13,6966692,130,"Biography, Comedy, Drama",69.0,8.2,353732,85.08
62,26.806,28,5291,8.3,Apocalypse Now,1979-08-15,en,"['Drama', 'War']",206,Apocalypse Now,1979,R,78788,147,"Drama, Mystery, War",94.0,8.4,597642,83.47
63,13.044,37257,733,8.3,Witness for the Prosecution,1957-12-17,en,"['Crime', 'Drama', 'Mystery']",538,Witness for the Prosecution,1957,Approved,51201,116,"Crime, Drama, Mystery",,8.4,106612,8.18
64,22.021,531428,1055,8.3,Portrait of a Lady on Fire,2019-06-17,fr,"['Drama', 'Romance']",625,Portrait of a Lady on Fire,2019,R,8613070,122,"Drama, Romance",95.0,8.1,55573,3.76
65,13.927,5156,1383,8.3,Bicycle Thieves,1948-11-24,it,['Drama'],769,Bicycle Thieves,1948,Not Rated,40522,89,Drama,,8.3,143680,0.33
66,15.441,422,1387,8.3,8½,1963-02-14,it,"['Fantasy', 'Drama']",818,8½,1963,Not Rated,56801,138,Drama,91.0,8.0,107455,0.05
67,243.548,299536,20085,8.3,Avengers: Infinity War,2018-04-25,en,"['Adventure', 'Action', 'Science Fiction']",3,Avengers: Infinity War,2018,PG-13,4154756,149,"Action, Adventure, Sci-Fi",68.0,8.4,811508,678.82
68,25.753,670,5208,8.3,Oldboy,2003-11-21,ko,"['Drama', 'Thriller', 'Mystery', 'Action']",742,Oldboy,2003,R,364569,120,"Action, Drama, Mystery",77.0,8.4,506751,0.71
69,19.873,87516,1294,5.9,Oldboy,2013-11-14,en,"['Action', 'Drama', 'Mystery', 'Thriller']",742,Oldboy,2003,R,364569,120,"Action, Drama, Mystery",77.0,8.4,506751,0.71
70,68.003,8587,13160,8.3,The Lion King,1994-06-23,en,"['Family', 'Animation', 'Drama']",12,The Lion King,1994,G,110357,88,"Animation, Adventure, Drama",88.0,8.5,927119,422.78
71,228.079,420818,7006,7.2,The Lion King,2019-07-12,en,"['Adventure', 'Family', 'Music', 'Animation']",12,The Lion King,1994,G,110357,88,"Animation, Adventure, Drama",88.0,8.5,927119,422.78
72,38.785,77338,12469,8.2,The Intouchables,2011-11-02,fr,"['Drama', 'Comedy']",491,The Intouchables,2011,R,1675434,112,"Biography, Comedy, Drama",57.0,8.5,745228,13.18
73,13.898,284,1287,8.2,The Apartment,1960-06-21,en,"['Comedy', 'Drama', 'Romance']",450,The Apartment,1960,Approved,53604,125,"Comedy, Drama, Romance",94.0,8.3,161267,18.60
74,27.861,1585,2583,8.2,It's a Wonderful Life,1946-12-20,en,"['Drama', 'Fantasy', 'Family']",978,It's a Wonderful Life,1946,PG,38650,130,"Drama, Family, Fantasy",89.0,8.6,391936,--
75,17.149,490,1758,8.2,The Seventh Seal,1957-02-16,sv,"['Fantasy', 'Drama']",951,The Seventh Seal,1957,Not Rated,50976,96,"Drama, Fantasy",88.0,8.2,161687,--
76,10.954,10098,1216,8.2,The Kid,1921-01-21,en,"['Comedy', 'Drama']",581,The Kid,1921,Passed,12349,68,"Comedy, Drama, Family",,8.3,111017,5.45
77,13.899,4244,606,6.4,The Kid,2000-07-07,en,"['Comedy', 'Fantasy', 'Family']",581,The Kid,1921,Passed,12349,68,"Comedy, Drama, Family",,8.3,111017,5.45
78,35.122,110420,1377,8.2,Wolf Children,2012-07-21,ja,"['Animation', 'Drama', 'Family', 'Fantasy']",860,Wolf Children,2012,PG,2140203,117,"Animation, Drama, Family",71.0,8.1,37918,--
79,26.44,185,8863,8.2,A Clockwork Orange,1971-12-19,en,"['Science Fiction', 'Drama']",561,A Clockwork Orange,1971,R,66921,136,"Crime, Drama, Sci-Fi",77.0,8.3,747712,6.21
80,44.093,406997,5818,8.2,Wonder,2017-11-13,en,"['Drama', 'Family']",138,Wonder,2017,PG,2543472,113,"Drama, Family",66.0,8.0,137284,132.42
81,20.232,426,3659,8.2,Vertigo,1958-05-09,en,"['Mystery', 'Romance', 'Thriller']",635,Vertigo,1958,PG,52357,128,"Mystery, Romance, Thriller",100.0,8.3,358292,3.20
82,13.63,992,486,8.2,Sherlock Jr.,1924-04-17,en,"['Action', 'Comedy', 'Mystery']",726,Sherlock Jr.,1924,Passed,15324,45,"Action, Comedy, Romance",,8.2,40709,0.98
83,24.306,629,7163,8.2,The Usual Suspects,1995-07-19,en,"['Drama', 'Crime', 'Thriller']",427,The Usual Suspects,1995,R,114814,106,"Crime, Mystery, Thriller",77.0,8.5,978064,23.34
84,314.956,354912,12680,8.2,Coco,2017-10-27,en,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Music']",80,Coco,2017,PG,2380307,105,"Animation, Adventure, Family",81.0,8.4,363644,209.73
85,12.08,18955,405,4.4,Coco,2009-07-21,fr,['Comedy'],80,Coco,2017,PG,2380307,105,"Animation, Adventure, Family",81.0,8.4,363644,209.73
86,63.491,694,11925,8.2,The Shining,1980-05-23,en,"['Horror', 'Thriller']",331,The Shining,1980,R,81505,146,"Drama, Horror",66.0,8.4,883352,44.02
87,14.1,895,415,8.2,Andrei Rublev,1966-12-16,ru,"['Drama', 'History']",801,Andrei Rublev,1966,R,60107,205,"Biography, Drama, History",,8.1,45731,0.10
88,11.05,705,951,8.2,All About Eve,1950-10-06,en,['Drama'],832,All About Eve,1950,Passed,42192,138,Drama,98.0,8.2,119021,0.01
89,97.314,606856,929,8.2,Togo,2019-12-19,en,"['Drama', 'Adventure', 'History', 'Family']",850,Togo,2019,PG,5116302,113,"Adventure, Biography, Drama",69.0,8.0,33333,--
90,12.333,439,1118,8.2,La Dolce Vita,1960-02-05,it,"['Comedy', 'Drama']",447,La Dolce Vita,1960,Not Rated,53779,174,"Comedy, Drama",95.0,8.0,65467,19.52
91,29.422,77,10169,8.2,Memento,2000-10-11,en,"['Mystery', 'Thriller']",409,Memento,2000,R,209144,113,"Mystery, Thriller",80.0,8.4,1110388,25.54
92,33.911,16869,15657,8.2,Inglourious Basterds,2009-08-18,en,"['Drama', 'Action', 'Thriller', 'War']",157,Inglourious Basterds,2009,R,361748,153,"Adventure, Drama, War",69.0,8.3,1244541,120.54
93,12.482,996,1039,8.2,Double Indemnity,1944-06-14,en,"['Crime', 'Drama', 'Mystery', 'Thriller']",574,Double Indemnity,1944,Passed,36775,107,"Crime, Drama, Film-Noir",95.0,8.3,141388,5.72
94,28.251,103,7439,8.2,Taxi Driver,1976-02-09,en,"['Crime', 'Drama']",398,Taxi Driver,1976,R,75314,114,"Crime, Drama",94.0,8.3,712127,28.26
95,15.196,872,1921,8.2,Singin' in the Rain,1952-04-09,en,"['Comedy', 'Music', 'Romance']",533,Singin' in the Rain,1952,G,45152,103,"Comedy, Musical, Romance",99.0,8.3,215540,8.82
96,9.033,100,4334,8.2,"Lock, Stock and Two Smoking Barrels",1998-03-05,en,"['Comedy', 'Crime']",623,"Lock, Stock and Two Smoking Barrels",1998,R,120735,107,"Action, Comedy, Crime",66.0,8.2,528966,3.90
97,16.971,19,1617,8.2,Metropolis,1927-03-06,de,"['Drama', 'Science Fiction']",703,Metropolis,1927,Not Rated,17136,153,"Drama, Sci-Fi",98.0,8.3,157906,1.24
98,17.344,9606,255,7.1,Metropolis,2001-05-26,ja,"['Animation', 'Science Fiction']",703,Metropolis,1927,Not Rated,17136,153,"Drama, Sci-Fi",98.0,8.3,157906,1.24
99,27.162,1124,10772,8.2,The Prestige,2006-10-19,en,"['Drama', 'Mystery', 'Thriller']",287,The Prestige,2006,PG-13,482571,130,"Drama, Mystery, Sci-Fi",66.0,8.5,1169386,53.09
100,13.706,239,2150,8.2,Some Like It Hot,1959-03-19,en,"['Comedy', 'Music', 'Romance']",415,Some Like It Hot,1959,Passed,53291,121,"Comedy, Music, Romance",98.0,8.2,240517,25.00
101,22.186,10494,1050,8.2,Perfect Blue,1997-07-25,ja,"['Animation', 'Thriller']",736,Perfect Blue,1997,R,156887,81,"Animation, Crime, Mystery",,8.0,55884,0.78
102,392.974,475557,15431,8.2,Joker,2019-10-02,en,"['Crime', 'Thriller', 'Drama']",24,Joker,2019,R,7286456,122,"Crime, Drama, Thriller",59.0,8.5,892754,335.45
103,14.993,614,937,8.2,Wild Strawberries,1957-12-26,sv,['Drama'],950,Wild Strawberries,1957,Not Rated,50986,91,"Drama, Romance",88.0,8.2,94352,--
104,45.563,98,12661,8.2,Gladiator,2000-05-01,en,"['Action', 'Drama', 'Adventure']",94,Gladiator,2000,R,172495,155,"Action, Adventure, Drama",67.0,8.5,1321231,187.71
105,30.255,50014,5168,8.2,The Help,2011-08-09,en,['Drama'],109,The Help,2011,PG-13,1454029,146,Drama,62.0,8.0,423000,169.71
106,19.142,935,3685,8.2,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,en,"['Drama', 'Comedy', 'War']",775,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,PG,57012,95,Comedy,97.0,8.4,445063,0.28
107,29.99,500,9825,8.2,Reservoir Dogs,1992-09-02,en,"['Crime', 'Thriller']",645,Reservoir Dogs,1992,R,105236,99,"Crime, Drama, Thriller",79.0,8.3,905634,2.83
108,13.736,11878,799,8.2,Yojimbo,1961-04-25,ja,"['Drama', 'Thriller']",941,Yojimbo,1961,Not Rated,55630,110,"Action, Drama, Thriller",,8.2,109252,--
109,212.668,1422,10332,8.2,The Departed,2006-10-05,en,"['Drama', 'Thriller', 'Crime']",139,The Departed,2006,R,407887,151,"Crime, Drama, Thriller",85.0,8.5,1171476,132.38
110,54.753,11324,16630,8.2,Shutter Island,2010-02-14,en,"['Drama', 'Thriller', 'Mystery']",148,Shutter Island,2010,R,1130884,138,"Mystery, Thriller",63.0,8.2,1109661,128.01
111,19.232,289,3387,8.2,Casablanca,1942-11-26,en,"['Drama', 'Romance']",721,Casablanca,1942,PG,34583,102,"Drama, Romance, War",100.0,8.5,514995,1.02
112,11.874,19542,332,8.2,The Red Shoes,1948-07-22,en,"['Drama', 'Romance']",508,The Red Shoes,1948,Not Rated,40725,135,"Drama, Music, Romance",,8.1,30362,10.90
113,40.577,857,10926,8.2,Saving Private Ryan,1998-07-24,en,"['Drama', 'History', 'War']",75,Saving Private Ryan,1998,R,120815,169,"Drama, War",91.0,8.6,1216733,216.54
114,42.644,111,7537,8.2,Scarface,1983-12-08,en,"['Action', 'Crime', 'Drama', 'Thriller']",319,Scarface,1983,R,86250,170,"Crime, Drama",65.0,8.3,729326,45.60
115,11.976,877,294,7.6,Scarface,1932-04-09,en,"['Action', 'Crime', 'Drama', 'Thriller']",319,Scarface,1983,R,86250,170,"Crime, Drama",65.0,8.3,729326,45.60
116,34.558,411088,2761,8.2,The Invisible Guest,2016-09-22,es,"['Crime', 'Mystery', 'Thriller']",852,The Invisible Guest,2016,TV-MA,4857264,106,"Crime, Drama, Mystery",,8.1,132652,--
117,58.694,515001,5004,8.1,Jojo Rabbit,2019-10-18,en,"['Comedy', 'War', 'Drama']",765,Jojo Rabbit,2019,PG-13,2584384,108,"Comedy, Drama, War",58.0,7.9,272513,0.35
118,15.101,339877,1672,8.1,Loving Vincent,2017-06-22,en,"['Animation', 'Drama', 'Mystery']",556,Loving Vincent,2017,PG-13,3262342,94,"Animation, Biography, Crime",62.0,7.8,49467,6.74
119,11.035,666,474,8.1,Central Station,1998-11-20,pt,['Drama'],576,Central Station,1998,R,140888,110,Drama,80.0,8.0,35848,5.60
120,55.749,603,17987,8.1,The Matrix,1999-03-30,en,"['Action', 'Science Fiction']",106,The Matrix,1999,R,133093,136,"Action, Sci-Fi",73.0,8.7,1649466,171.48
121,22.089,359940,7175,8.1,"Three Billboards Outside Ebbing, Missouri",2017-11-10,en,"['Crime', 'Drama']",278,"Three Billboards Outside Ebbing, Missouri",2017,R,5027774,115,"Comedy, Crime, Drama",88.0,8.2,419468,54.51
122,113.699,324786,8822,8.1,Hacksaw Ridge,2016-10-07,en,"['Drama', 'History', 'War']",244,Hacksaw Ridge,2016,R,2119532,139,"Biography, Drama, History",71.0,8.1,425393,67.21
123,11.933,832,1226,8.1,M,1931-05-11,de,"['Drama', 'Action', 'Thriller', 'Crime']",823,M,1931,Passed,22100,99,"Crime, Mystery, Thriller",,8.3,141220,0.03
124,21.283,334543,5038,8.1,Lion,2016-01-20,en,['Drama'],296,Lion,2016,PG-13,3741834,118,"Biography, Drama",69.0,8.0,209697,51.74
125,41.875,600,6992,8.1,Full Metal Jacket,1987-06-26,en,"['Drama', 'War']",316,Full Metal Jacket,1987,R,93058,116,"Drama, War",76.0,8.3,665499,46.36
126,19.253,7345,4139,8.1,There Will Be Blood,2007-12-28,en,['Drama'],344,There Will Be Blood,2007,R,469494,158,Drama,93.0,8.2,508817,40.22
127,32.01,489,7909,8.1,Good Will Hunting,1997-12-05,en,['Drama'],134,Good Will Hunting,1997,R,119217,126,"Drama, Romance",70.0,8.3,847204,138.43
128,90.959,12445,14612,8.1,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,en,"['Fantasy', 'Adventure']",17,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,1201607,130,"Adventure, Drama, Fantasy",85.0,8.1,751530,381.01
129,17.373,843,1226,8.1,In the Mood for Love,2000-05-22,cn,"['Drama', 'Romance']",648,In the Mood for Love,2000,PG,118694,98,"Drama, Romance",85.0,8.1,121243,2.73
130,49.769,348,9675,8.1,Alien,1979-05-25,en,"['Horror', 'Science Fiction']",214,Alien,1979,R,78748,117,"Horror, Sci-Fi",89.0,8.4,777267,78.90
131,41.823,68718,19389,8.1,Django Unchained,2012-12-25,en,"['Drama', 'Western']",117,Django Unchained,2012,R,1853728,165,"Drama, Western",81.0,8.4,1333694,162.81
132,43.446,8392,4936,8.1,My Neighbor Totoro,1988-04-16,ja,"['Fantasy', 'Animation', 'Family']",712,My Neighbor Totoro,1988,G,96283,86,"Animation, Family, Fantasy",86.0,8.2,283891,1.11
133,11.796,19426,405,8.1,Nights of Cabiria,1957-10-03,it,['Drama'],738,Nights of Cabiria,1957,Not Rated,50783,110,Drama,,8.1,42300,0.75
134,13.288,655,925,8.1,"Paris, Texas",1984-05-19,en,['Drama'],665,"Paris, Texas",1984,R,87884,145,Drama,78.0,8.1,88416,2.18
135,12.604,147,1206,8.1,The 400 Blows,1959-06-03,fr,['Drama'],947,The 400 Blows,1959,Not Rated,53198,99,"Crime, Drama",,8.1,103284,--
136,17.682,11645,856,8.1,Ran,1985-06-01,ja,"['Action', 'Drama', 'History']",611,Ran,1985,R,89881,162,"Action, Drama, War",96.0,8.2,110542,4.14
137,15.061,961,645,8.1,The General,1926-12-25,en,"['Action', 'Adventure', 'Comedy', 'Drama', 'War']",720,The General,1926,Passed,17925,67,"Action, Adventure, Comedy",,8.1,79771,1.03
138,28.725,37165,12227,8.1,The Truman Show,1998-06-04,en,"['Comedy', 'Drama']",150,The Truman Show,1998,PG,120382,103,"Comedy, Drama, Sci-Fi",90.0,8.1,922423,125.62
139,16.397,1955,2073,8.1,The Elephant Man,1980-10-02,en,"['Drama', 'History']",906,The Elephant Man,1980,PG,80678,124,"Biography, Drama",78.0,8.1,216901,--
140,16.49,264644,6862,8.1,Room,2015-10-16,en,"['Drama', 'Thriller']",479,Room,2015,R,3170832,118,"Drama, Thriller",86.0,8.1,363298,14.68
141,15.458,46738,1430,8.1,Incendies,2010-09-04,fr,"['Drama', 'Mystery', 'War']",552,Incendies,2010,R,1255953,131,"Drama, Mystery, War",80.0,8.3,145720,6.86
142,32.125,38,10153,8.1,Eternal Sunshine of the Spotless Mind,2004-03-19,en,"['Science Fiction', 'Drama', 'Romance']",370,Eternal Sunshine of the Spotless Mind,2004,R,338013,108,"Drama, Romance, Sci-Fi",89.0,8.3,899211,34.40
